 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 8
   nballs ......: 50
   itrial ......: 4665
   kappa .......: 0.40
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.8284271247461903D+00
   pol perimeter: 6.1229349178414356D+00

 OPTIMIZATION SUMMARY
   r ......:  1.5792422579503798D-01
   csupn ..:  7.9160211718942719D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  4665
   #evalf .:  1231
   #evalg .:  365
   #evalc .:  1429
   #evalj .:  365
   #evalhl :  380
   outiter :  22
   totiter :  160
   nwcalls :  22
   nwtotit :  220
   opt time:  0.45 seconds

 BALLS (index, center abcissa, center ordinate)
  1   1.6947117685938512D-01  -8.8945306305593463D-01
  2   4.1770177640262335D-01  -7.3693749428515376D-01
  3   6.0823250355968905D-01  -6.0833795171416116D-01
  4   7.9910479795841804D-01  -4.2018532581047474D-01
  5  -6.4566432410502306D-02  -8.6602301944197202D-01
  6   1.3694654156220959D-01  -6.6433077137710816D-01
  7   3.4729924309750870D-01  -4.9174331782685116D-01
  8   5.4198256983237836D-01  -3.3506261248469521D-01
  9   7.6352844623160299D-01  -1.8080904248045634D-01
 10   8.9253215102581107D-01  -3.7531008957444087D-02
 11  -2.9560089530924022D-01  -7.7400784752636120D-01
 12  -1.0143548700388288D-01  -5.8704304871075508D-01
 13   9.6203532209065801D-02  -3.8991398030121349D-01
 14   2.9978097656566355D-01  -2.1501507364742006D-01
 15   5.2108030010083495D-01  -5.7437662235896803D-02
 16   6.5185108495844657D-01   1.0803537798600669D-01
 17   8.6408824657906091D-01   2.3473459581308373D-01
 18  -5.1669651068742473D-01  -6.7194778616084205D-01
 19  -3.2679447047749538D-01  -4.8023816340520725D-01
 20  -1.3485922617163887D-01  -3.0002075008763113D-01
 21   6.3678543214268218D-02  -1.0318144124105005D-01
 22   2.8364910134312238D-01   6.5526189894130796D-02
 23   4.6986680048676166D-01   2.3397393754434942D-01
 24   6.8238434827752348D-01   4.1079250110429488D-01
 25  -7.2001553310166200D-01  -5.7594806700369749D-01
 26  -5.5947759243280537D-01  -3.8181577317382220D-01
 27  -3.6998455461474666D-01  -1.9002374116243440D-01
 28  -1.7207024579907423D-01  -1.6144704981848595D-02
 29   1.7236019558580541D-02   1.5419707103120012D-01
 30   2.0211709166014427D-01   3.3375378702191982D-01
 31   4.1689725797792898D-01   4.9405237161211257D-01
 32   6.5846190112456338D-01   6.4035717636551426D-01
 33  -8.0714648734766270D-01  -2.9125559566423376D-01
 34  -6.1723267969227780D-01  -1.0118101199132062D-01
 35  -4.2250724686458102D-01   8.9287567852892699D-02
 36  -2.3889377001161202D-01   2.6153079717546018D-01
 37  -5.2926452427109624D-02   4.3251853805328699D-01
 38   1.6507890852859028D-01   6.0207501221095527D-01
 39   4.0611046462528577D-01   7.5389918494145869D-01
 40  -8.6424211731597522D-01  -3.8160972314961170D-02
 41  -6.7028834078991550D-01   1.7133767931688751D-01
 42  -4.9188975954802916D-01   3.7041580347112840D-01
 43  -3.2059084642141056D-01   5.2962026223466774D-01
 44  -9.5139420135729513D-02   6.8772154141681985D-01
 45   1.4758263848089026D-01   8.5068455662009035D-01
 46  -8.7434654253450350D-01   2.1175660703204319D-01
 47  -7.2268463116483739D-01   4.6379877441390210D-01
 48  -5.8667224528974748D-01   6.4286451576595771D-01
 49  -3.6045559100534869D-01   7.8707624850581959D-01
 50  -9.0377375570365973D-02   9.1317939925074421D-01
