 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 4
   nballs ......: 27
   itrial ......: 2984
   kappa .......: 0.24
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.0000000000000000D+00
   pol perimeter: 4.0000000000000000D+00

 OPTIMIZATION SUMMARY
   r ......:  1.2862475532734835D-01
   csupn ..:  9.5314438564031434D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  2984
   #evalf .:  2272
   #evalg .:  490
   #evalc .:  2426
   #evalj .:  490
   #evalhl :  541
   outiter :  21
   totiter :  331
   nwcalls :  21
   nwtotit :  210
   opt time:  0.32 seconds

 BALLS (index, center abcissa, center ordinate)
  1   9.1908315366014548D-01   6.9999999989465556D-01
  2   9.1908315361518655D-01   9.0000000000687586D-01
  3   7.0954157674347229D-01   9.9991992215390069D-01
  4   9.1908315361384796D-01   5.0000000001190814D-01
  5   7.0954157670426499D-01   5.9998399741797093D-01
  6   7.0954157680681351D-01   7.9995197923948269D-01
  7   5.0000000008474299D-01   9.0000000003980007D-01
  8   2.9045842328409288D-01   9.9991992208039870D-01
  9   9.1908315365709525D-01   3.0000000010093819D-01
 10   7.0954157670256202D-01   4.0001600268814141D-01
 11   4.9999999993196098D-01   4.9999999993841987D-01
 12   4.9999999994282440D-01   7.0000000006616403D-01
 13   2.9045842314742309D-01   7.9995197913432292D-01
 14   8.0916846386941854D-02   8.9999999990759427D-01
 15   9.1908315367815652D-01   9.9999999964340086D-02
 16   7.0954157689214470D-01   2.0004802091593343D-01
 17   4.9999999999894951D-01   3.0000000010068367D-01
 18   2.9045842314809850D-01   4.0001600263446735D-01
 19   2.9045842317497866D-01   5.9998399740271635D-01
 20   8.0916846401044296D-02   6.9999999992918660D-01
 21   7.0954157675564911D-01   8.0077870311486167D-05
 22   4.9999999992475813D-01   9.9999999999943981D-02
 23   2.9045842324353965D-01   2.0004802077252140D-01
 24   8.0916846343601551D-02   3.0000000002733856D-01
 25   8.0916846358475819D-02   5.0000000007053369D-01
 26   2.9045842317226095D-01   8.0077742022042239D-05
 27   8.0916846337742834D-02   1.0000000004681767D-01
