 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 10
   nballs ......: 40
   itrial ......: 538
   kappa .......: 0.76
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.9389262614623659D+00
   pol perimeter: 6.1803398874989490D+00

 OPTIMIZATION SUMMARY
   r ......:  1.8301088164790927D-01
   csupn ..:  8.6156743961396387D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  538
   #evalf .:  1263
   #evalg .:  362
   #evalc .:  1443
   #evalj .:  362
   #evalhl :  372
   outiter :  21
   totiter :  162
   nwcalls :  21
   nwtotit :  210
   opt time:  0.36 seconds

 BALLS (index, center abcissa, center ordinate)
  1  -2.9039264032002171D-01  -8.6053257576881803D-01
  2   6.8145111818259073D-03  -8.3101356410634875D-01
  3   3.0714445098454796D-01  -8.6625714186629410D-01
  4  -5.1132164355229026D-01  -6.5452497402574006D-01
  5  -1.7428277248721089D-01  -5.8639630505601847D-01
  6   1.6016649081170595D-01  -5.6342275385556473D-01
  7   4.7618050981583920D-01  -6.4037949853817866D-01
  8   7.5674152197943900D-01  -5.5856129308333169D-01
  9  -6.8748119658271667D-01  -4.8875575783743291D-01
 10  -3.6155483481989181D-01  -3.7606147254225064D-01
 11  -3.4952186981790784D-02  -3.2002982019749271D-01
 12   3.0115120089960301D-01  -3.4106027944012623D-01
 13   5.3778915863478505D-01  -3.2698388906914649D-01
 14   8.0682212100003925D-01  -2.3873623694974083D-01
 15  -7.9696498882830324D-01  -2.5757063190089974D-01
 16  -4.8102211823172641D-01  -2.0279786838474892D-01
 17  -1.5215871555370492D-01  -9.8266489203679308D-02
 18   1.6978530766924516D-01  -7.8816039366206805D-02
 19   4.9285626354881185D-01  -7.1127238297945136D-02
 20   8.1975054152829174D-01  -1.2041816010079897D-02
 21  -9.1649393541473689D-01   2.3953628245099209D-02
 22  -6.2624466612227148D-01   3.7669777738663889D-02
 23  -3.0727791493904405D-01   8.8533080954653315D-02
 24  -1.8477924688553572D-02   1.7953343588467821D-01
 25   2.6160146471720258D-01   1.8099144942066686D-01
 26   5.7023178109437522D-01   2.0214168042671074D-01
 27   8.8834470335080262D-01   2.5640209690170912D-01
 28  -7.9311669232372684D-01   3.2424412863347035D-01
 29  -4.9680716780995460D-01   3.3039115985087952D-01
 30  -2.1028347027489069D-01   4.1437654418663045D-01
 31   1.0444862431948659D-01   4.8035859158370414D-01
 32   3.7891642950978710D-01   4.6964502212770437D-01
 33   6.8446384995107623D-01   4.9488893775647386D-01
 34  -6.9096713691551348D-01   6.1238978842556790D-01
 35  -4.2711077622048965D-01   6.5167397495957036D-01
 36  -7.4552566248321087D-02   6.2774220618381826D-01
 37   2.4692089787265686D-01   7.7889451233507212D-01
 38   5.2396701108898347D-01   7.6490736202855003D-01
 39  -3.0577697345810545D-01   8.4574884024104291D-01
 40   1.7677518350362943D-02   9.0592350676319366D-01
