 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 9
   nballs ......: 70
   itrial ......: 215
   kappa .......: 0.69
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.8925442435894264D+00
   pol perimeter: 6.1563625798620381D+00

 OPTIMIZATION SUMMARY
   r ......:  1.3324203765110695D-01
   csupn ..:  7.1251657907112076D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  215
   #evalf .:  159
   #evalg .:  321
   #evalc .:  344
   #evalj .:  321
   #evalhl :  325
   outiter :  21
   totiter :  115
   nwcalls :  21
   nwtotit :  210
   opt time:  0.38 seconds

 BALLS (index, center abcissa, center ordinate)
  1   9.2745051741109175D-01   1.4337418942938504D-01
  2   8.0882757517228665D-01   3.4121961586953825D-01
  3   6.9446979787386454D-01   5.3880012661319687D-01
  4   5.8280150052282165D-01   7.4056979490317687D-01
  5   8.8456694051254259D-01  -2.5582714208352547D-01
  6   8.3420773051157637D-01  -3.9502126583184138D-02
  7   6.9550223916544818D-01   1.4142365306233931D-01
  8   5.7673059064639864D-01   3.3899586639507190D-01
  9   4.6479905873225208D-01   5.4077047347907292D-01
 10   3.7014962658266987D-01   7.4982254361750622D-01
 11   2.0254983526867198D-01   8.9625218216769953D-01
 12   7.5856751810595036D-01  -4.2932005913475746D-01
 13   6.6855836870399299D-01  -2.2405052227112793D-01
 14   5.9096256591409391D-01  -5.0693567089308875D-02
 15   4.6330961391761599D-01   1.3936044491044511D-01
 16   3.4695457141415248D-01   3.4114815337964682D-01
 17   2.4160888002033337D-01   5.4863615322145165D-01
 18   1.2396682442543858D-01   6.9914749906065510D-01
 19  -2.4333704951445285D-03   8.7117258901466832D-01
 20   6.8097873998777803D-01  -6.1830131146539702D-01
 21   5.4697130626117918D-01  -4.4302344326554138D-01
 22   4.5177168817083663D-01  -2.4625722635264560D-01
 23   3.5377837956828467D-01  -5.7920187240577729D-02
 24   2.3232152559412325D-01   1.4369154435662351D-01
 25   1.1963550089798784D-01   3.5125473254577383D-01
 26  -2.2149268288443619D-03   5.2442968088923481D-01
 27  -1.3013407113104919D-01   6.9645111566390572D-01
 28  -2.1161630912193596D-01   8.9566309492840612D-01
 29   4.7308010382859211D-01  -6.8143074914341772D-01
 30   3.5996890561712980D-01  -4.6695375446422249D-01
 31   2.4526574814387844D-01  -2.5352407907884528D-01
 32   1.2193617260150180D-01  -5.2007476531993495D-02
 33   4.1476518393818518D-03   1.5537737553074260D-01
 34  -1.1696903683118119D-01   3.4855370925542423D-01
 35  -2.4613059829443015D-01   5.4350922277659974D-01
 36  -3.7523234327750010D-01   7.4571436401993052D-01
 37   3.7031387700302504D-01  -8.6584876751794859D-01
 38   2.4867166159570048D-01  -6.6000411712629359D-01
 39   1.3496153586024023D-01  -4.4685929205228447D-01
 40   1.2243724602343194D-02  -2.4529655015987192D-01
 41  -1.0744347665524673D-01  -3.8039661054572349D-02
 42  -2.2931265682364094D-01   1.4712061489953940D-01
 43  -3.4851588228635366D-01   3.4126837825297890D-01
 44  -4.6775224607260396D-01   5.3559385253586256D-01
 45  -5.8209761796963966D-01   7.3527738080379046D-01
 46   1.4792446170565021D-01  -8.6669045137774736D-01
 47   3.1272749578960916D-02  -6.5373678895814058D-01
 48  -8.5900069995223829D-02  -4.4539792764592950D-01
 49  -2.0518090328438379D-01  -2.2837103902572950D-01
 50  -3.4968947558155028D-01  -4.4993632223519757D-02
 51  -4.6396501475657631D-01   1.4272009175567302D-01
 52  -5.8307798656740295D-01   3.3705053319543116D-01
 53  -6.9938927771886383D-01   5.3673407392870520D-01
 54  -7.0027085574936032D-02  -8.5959113593072800D-01
 55  -1.8716120229238392D-01  -6.4727975852462005D-01
 56  -3.0251316632767872D-01  -4.2981706331568581D-01
 57  -4.3547099977297576D-01  -2.3283048361874170D-01
 58  -5.9071319285701196D-01  -4.9266843421803028D-02
 59  -6.9720459444018745D-01   1.3621233924959797D-01
 60  -8.1340160037716924D-01   3.3588685849982725D-01
 61  -2.6955636061388949D-01  -8.4430258696953087D-01
 62  -3.9292106905676238D-01  -6.1773600556353070D-01
 63  -5.3891597392408885D-01  -4.2303452429852434D-01
 64  -6.7463943550981342D-01  -2.3128743771377175D-01
 65  -8.3460286622728808D-01  -5.0338709100091653D-02
 66  -9.2849384614502561D-01   1.3671396679539172D-01
 67  -4.7539144570606467D-01  -7.9484876561273077D-01
 68  -6.3274157258434904D-01  -6.0326927315010992D-01
 69  -7.5780890737291118D-01  -4.5192777445429094D-01
 70  -8.9087603693649287D-01  -2.7247618834077042D-01
