 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 9
   nballs ......: 10
   itrial ......: 1
   kappa .......: 0.87
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.8925442435894264D+00
   pol perimeter: 6.1563625798620381D+00

 OPTIMIZATION SUMMARY
   r ......:  3.8517662774680106D-01
   csupn ..:  5.1815609580785349D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  1
   #evalf .:  140
   #evalg .:  322
   #evalc .:  334
   #evalj .:  322
   #evalhl :  326
   outiter :  22
   totiter :  106
   nwcalls :  22
   nwtotit :  220
   opt time:  0.04 seconds

 BALLS (index, center abcissa, center ordinate)
  1   7.4591655747352922D-02  -8.0331973409516666D-01
  2   5.2949208851075913D-01  -4.6409741536943794D-01
  3   7.8901552516000562D-01   3.0371259490171044D-02
  4  -5.8070565939783414D-01  -6.9205805586243030D-01
  5  -1.4875688003340107D-01  -1.7728154604397675D-01
  6   1.2922770858625757D-01   1.5400758605114565D-01
  7   5.5263329368552783D-01   6.5860271307244089D-01
  8  -8.0406820718752436D-01  -6.6036567163070978D-02
  9  -5.4899206900333586D-01   4.4085824355734210D-01
 10  -1.0710125634138293D-01   7.8230252039442594D-01
