 PROBLEM SUMMARY
   problem .....: america   
   nballs ......: 100
   itrial ......: 858
   kappa .......: 0.11
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.7573124999999992D-01
   pol perimeter: 4.0091662046701808D+00

 OPTIMIZATION SUMMARY
   r ......:  2.9172103764249585D-02
   csupn ..:  8.4222558094371180D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  858
   #evalf .:  1316
   #evalg .:  401
   #evalc .:  1505
   #evalj .:  401
   #evalhl :  407
   outiter :  20
   totiter :  207
   nwcalls :  20
   nwtotit :  200
   opt time:  2.85 seconds

 BALLS (index, center abcissa, center ordinate)
  1   5.9974416871828928D-01   2.7960076262912559D-01
  2   5.8909201850985116D-01   3.1945577453343593D-01
  3   5.9740000583387376D-01   3.5689020255289988D-01
  4   6.3270268457929624D-01   3.9528924943540539D-01
  5   6.6680637523916209D-01   4.3991772117536715D-01
  6   6.9314247858986278D-01   4.7926422446510153D-01
  7   7.3055435670379831D-01   5.1642932902629035D-01
  8   7.4520996335131873D-01   5.4936360854361566D-01
  9   7.6085125749356786D-01   5.9363379991524501D-01
 10   5.8654175641357542D-01   3.9221513096321564D-01
 11   6.1922014610942011D-01   4.3859534340288225D-01
 12   6.4035412480268028D-01   4.8332373486454905D-01
 13   6.7648402377537686D-01   5.1875052375032504D-01
 14   6.9801265400009027D-01   5.5703173792032001D-01
 15   7.1578440516100117D-01   5.9760111662427207D-01
 16   7.3622482108337273D-01   6.2265918348206306D-01
 17   5.8077904180266948D-01   4.4335155281554367D-01
 18   5.9403693213901254D-01   4.8698917176035261D-01
 19   6.2527973129106296D-01   5.2938762997598321D-01
 20   6.4753846362559309D-01   5.6528543058539327D-01
 21   6.7551409578083399D-01   6.0418103968318271D-01
 22   6.9213050013406419D-01   6.4981824645233932D-01
 23   5.7551577070407289D-01   5.3216512515112790D-01
 24   5.9526900944225114D-01   5.7447157597171605D-01
 25   6.2397460839439822D-01   6.1098376536069710D-01
 26   6.5010696264172640D-01   6.4075683953863694D-01
 27   6.5618922163267479D-01   6.8072572471837345D-01
 28   5.5241996180741837D-01   5.7689783242871506D-01
 29   5.7785263127772535D-01   6.2444359627097579D-01
 30   6.0328857110361511D-01   6.6268562572453316D-01
 31   6.1401757211594665D-01   7.0573177446489621D-01
 32   5.3526157747060088D-01   6.2391504499638017D-01
 33   5.5404803986140516D-01   6.7319808558579253D-01
 34   5.7101073007650915D-01   7.0948085881254463D-01
 35   5.1983628641181256D-01   7.1763960001939764D-01
 36   4.8257634466223925D-01   7.5505135207316387D-01
 37   5.4210565768638197D-01   8.1808482372136848D-01
 38   5.2995133208861844D-01   8.6877160436889700D-01
 39   5.5330005234115165D-01   9.1256358989941655D-01
 40   5.8528750732345058D-01   9.5599543837386236D-01
 41   6.2895650525834779D-01   9.8821727142208871D-01
 42   6.6116690005038647D-01   1.0255369832141865D+00
 43   4.2809205578077081D-01   7.7099215343387351D-01
 44   4.6962777631772401D-01   7.9412636700282757D-01
 45   4.8719775837503582D-01   8.8010533011905434D-01
 46   5.1159376958867997D-01   9.2194484559644641D-01
 47   5.4383780215139277D-01   9.6493984751434903D-01
 48   5.7770541286869803D-01   9.9860101276656887D-01
 49   6.1019485952933084D-01   1.0349547360939941D+00
 50   6.3398620433005615D-01   1.0604411384560331D+00
 51   3.9736594688419424D-01   8.0934764850848273D-01
 52   4.1543963620776847D-01   8.4948991690573550D-01
 53   4.4121784713682011D-01   8.7529945130922004D-01
 54   4.6514784414458132D-01   9.2444163882732211D-01
 55   4.9635906925620188D-01   9.6909631195761947D-01
 56   5.2667521102143955D-01   1.0125072761062881D+00
 57   5.7996425329384604D-01   1.0430584069438966D+00
 58   5.9625643633518199D-01   1.0914932442989271D+00
 59   3.6047819491592825D-01   8.4365548710308980D-01
 60   3.9080734415726986D-01   8.8479642340156806D-01
 61   4.2136558936562674D-01   9.2275454501946097D-01
 62   4.4926485797181653D-01   9.7078890220728375D-01
 63   4.7853087555745766D-01   1.0158542809975972D+00
 64   5.0811040578848943D-01   1.0593808223715830D+00
 65   5.5349068562988313D-01   1.1611442622600818D+00
 66   3.4198400595743428D-01   8.8694042016122254D-01
 67   3.7572446625880163D-01   9.2966513770678549D-01
 68   4.0745414340751607D-01   9.7235934065691909D-01
 69   4.3421844098246642D-01   1.0206151213647265D+00
 70   4.6706585239470255D-01   1.0648141580889650D+00
 71   4.9616281182609995D-01   1.1110599667770904D+00
 72   5.2106401390053925D-01   1.1514325278271995D+00
 73   5.3769294724701899D-01   1.2034909988864695D+00
 74   3.2577495236914100D-01   9.2822854538599986D-01
 75   3.5868469393520092D-01   9.7195694605030436D-01
 76   3.8801623448420697D-01   1.0168985546800460D+00
 77   4.1838068820440705D-01   1.0642703841360530D+00
 78   4.4842999574843129D-01   1.1091930800920269D+00
 79   4.6963107217953814D-01   1.1559758621765097D+00
 80   3.1411225308539664D-01   9.6990810334564148D-01
 81   3.4060621927374513D-01   1.0184380392316379D+00
 82   3.7355095612209072D-01   1.0625023838502854D+00
 83   4.0111962037757781D-01   1.1105983728054085D+00
 84   4.2569856582921878D-01   1.1561216126488481D+00
 85   3.2461386804913878D-01   1.0472130062100691D+00
 86   3.5081719384489013D-01   1.0967265446761574D+00
 87   3.7235480041759961D-01   1.1396527352867258D+00
 88   3.7989616202444193D-01   1.1754340114369592D+00
 89   3.0568934203335890D-01   1.0840608762365496D+00
 90   3.1951295667960589D-01   1.1360122267092962D+00
 91   3.2662227916136893D-01   1.1726221109645549D+00
 92   2.0892203513353291D-01   1.1040138520488247D+00
 93   2.4719319869750797D-01   1.1275297971474338D+00
 94   2.7518129238328087D-01   1.1227148178722277D+00
 95   2.7878935686730499D-01   1.1722745454514565D+00
 96   1.5622170279801520D-01   1.1035126333934928D+00
 97   2.0169577019931809D-01   1.1381189544090715D+00
 98   1.8795995077221961D-01   1.1861760767179801D+00
 99   2.3600152608411029D-01   1.1780278944189151D+00
100   1.5563867352883429D-01   1.1469878989685360D+00
