 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 3
   nballs ......: 40
   itrial ......: 416
   kappa .......: 0.86
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.2990381056766580D+00
   pol perimeter: 5.1961524227066320D+00

 OPTIMIZATION SUMMARY
   r ......:  1.2068514874998985D-01
   csupn ..:  8.3994322608305083D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  416
   #evalf .:  1309
   #evalg .:  358
   #evalc .:  1497
   #evalj .:  358
   #evalhl :  360
   outiter :  21
   totiter :  150
   nwcalls :  21
   nwtotit :  210
   opt time:  0.35 seconds

 BALLS (index, center abcissa, center ordinate)
  1  -5.7697193666680002D-01  -4.2339982783543689D-01
  2  -4.6864280180908974D-01  -2.3034710133478378D-01
  3  -3.6086548149389047D-01  -3.2099758900834455D-02
  4  -2.9116227833735397D-01  -2.3643384526906325D-01
  5  -2.5279575829401779D-01   1.6465963528636096D-01
  6  -1.9108579644528711D-01  -4.8118509925974190D-02
  7  -9.5073078371746819D-02  -2.4176840863100799D-01
  8   5.2401524817812335D-03  -4.3234873008792007D-01
  9  -3.1069692981427777D-01   3.3557760343841586D-01
 10  -9.4922764956117414D-02   1.1975247792034892D-01
 11  -1.7685084253924079D-03  -4.4379671733790919D-02
 12   9.6483938116406431D-02  -2.3496659716925405D-01
 13  -2.0802025450744796D-01   5.1407538589935131D-01
 14  -9.9906266558111356D-02   3.3369330302306166D-01
 15   5.3864142493740080D-02   1.6514646976265485D-01
 16   1.6913815853561390D-01  -3.1593077722823645D-02
 17   2.8051696299245615D-01  -2.2331341229565571D-01
 18  -1.0788538977764403D-01   6.9765973713992657D-01
 19  -1.7134543049389931D-04   5.1727266195932564D-01
 20   1.0907689683475069D-01   3.3891837619020143D-01
 21   2.4217503569985488D-01   1.5923773429163721D-01
 22   3.6259056473071832D-01  -3.1048016603216589D-02
 23   4.7019601446996218D-01  -2.2761127876573914D-01
 24   5.6954047582686740D-01  -4.2754943276025453D-01
 25   2.0996716790118292D-01   5.2055204374196551D-01
 26  -7.2624780640532876D-04   8.7928785399214437D-01
 27   1.0113730435825791D-01   6.9891777826290546D-01
 28   3.8225975395398881D-01  -4.2042738342612263D-01
 29   5.5570202143514946D-01  -4.0190473476841487D-02
 30   1.9835986691597465D-01  -4.2327687366954619D-01
 31  -3.8758565505370463D-01  -4.2702077862733984D-01
 32  -6.6264192929762689D-01  -2.3273472634246434D-01
 33  -1.9308555907761871D-01  -4.3007561986339832D-01
 34   7.6603992560281076D-01  -4.3237364132698608D-01
 35   3.1629807885811229D-01   3.3712902843396580D-01
 36  -7.6812682204349525D-01  -4.2938747452708470D-01
 37   6.6092913558073330D-01  -2.3955547140425815D-01
 38   4.3907344585440300D-01   1.5494577396006820D-01
 39  -4.4223530869548588D-01   1.6007386801938575D-01
 40  -5.4685685647379489D-01  -4.0667578924317507D-02
