 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 6
   nballs ......: 80
   itrial ......: 1
   kappa .......: 0.87
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.5980762113533160D+00
   pol perimeter: 6.0000000000000000D+00

 OPTIMIZATION SUMMARY
   r ......:  1.1636889903930613D-01
   csupn ..:  9.6985708353258815D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  1
   #evalf .:  152
   #evalg .:  306
   #evalc .:  332
   #evalj .:  306
   #evalhl :  314
   outiter :  21
   totiter :  104
   nwcalls :  21
   nwtotit :  210
   opt time:  0.41 seconds

 BALLS (index, center abcissa, center ordinate)
  1   9.1962405205388520D-01   3.9663312779695314D-02
  2   8.1674489920842730D-01   2.2509184579317260D-01
  3   7.0958672481386387D-01   4.0968008656587185D-01
  4   6.0330770630792085D-01   5.9477590820203430D-01
  5   4.9416146248558529D-01   7.7658613455525916D-01
  6   8.5465454947283914D-01  -1.1933335137055115D-01
  7   7.2505025854964622D-01   5.1646037136136559D-02
  8   6.2183818002469360D-01   2.3661736581366483D-01
  9   5.1583573993846177D-01   4.2021897795567559D-01
 10   4.0725190933244376D-01   6.0208892432725980D-01
 11   3.2398156084418256D-01   7.9981922695512797D-01
 12   7.6019915638956759D-01  -2.8767412242410539D-01
 13   6.4997540507176199D-01  -1.1345755730210319D-01
 14   5.3054255300050224D-01   6.2457370288684970D-02
 15   4.2646452691306092D-01   2.4621940928541675D-01
 16   3.1936094605832738D-01   4.2823464354219176D-01
 17   2.2673057577295197D-01   6.1962399139545876D-01
 18   1.3096648013926196D-01   8.0218884265202539D-01
 19   6.6424219693788256D-01  -4.5880419488592161D-01
 20   5.5686268861205734D-01  -2.8439438313642923D-01
 21   4.4852272009933275D-01  -1.0704323342215490D-01
 22   3.3515799281093095D-01   7.2051361803875530D-02
 23   2.2997730624317089D-01   2.5422965509274142D-01
 24   1.3155920059938209D-01   4.4195368653953016D-01
 25   3.2138583884833594D-02   6.2445442637139092D-01
 26  -6.5214989628131242D-02   8.0465271422357998D-01
 27   5.6714631796481951D-01  -6.3327008353314107D-01
 28   4.6268749447779856D-01  -4.5873639889238066D-01
 29   3.5718973851202956D-01  -2.8119488030873663D-01
 30   2.5043002788645935D-01  -1.0138379353472020D-01
 31   1.3866006967980382D-01   8.0055428437788359D-02
 32   3.7414073291582750D-02   2.6757066274262892D-01
 33  -6.4927040461268126D-02   4.4993282771523013D-01
 34  -1.6593362788263097D-01   6.3006732373079444D-01
 35  -2.6485482063345783D-01   8.0779816083635547D-01
 36   4.6636713228561838D-01  -8.0777156802116568D-01
 37   3.6557412518064469D-01  -6.3319295889442606D-01
 38   2.6300269843535035D-01  -4.5553403644289564D-01
 39   1.5908347263389336D-01  -2.7554065735724931D-01
 40   5.3917446524206915D-02  -9.3387756817203488D-02
 41  -5.3917446530033934D-02   9.3387756969631114D-02
 42  -1.5908347273236606D-01   2.7554065739703659D-01
 43  -2.6300269845995461D-01   4.5553403640563817D-01
 44  -3.6557412509581999D-01   6.3319295883770010D-01
 45  -4.6636713217384995D-01   8.0777156807407946D-01
 46   2.6485482075855499D-01  -8.0779816091844781D-01
 47   1.6593362776791859D-01  -6.3006732378085284D-01
 48   6.4927040536845282D-02  -4.4993282768550558D-01
 49  -3.7414073241208642D-02  -2.6757066275471564D-01
 50  -1.3866006977510972D-01  -8.0055428512301643D-02
 51  -2.5043002793641295D-01   1.0138379359289755D-01
 52  -3.5718973843540441D-01   2.8119488031475703D-01
 53  -4.6268749443172452D-01   4.5873639890502693D-01
 54  -5.6714631810077742D-01   6.3327008351692582D-01
 55   6.5214989542126095D-02  -8.0465271421373441D-01
 56  -3.2138583977051230D-02  -6.2445442631967552D-01
 57  -1.3155920073335442D-01  -4.4195368647535827D-01
 58  -2.2997730610136977D-01  -2.5422965511062900D-01
 59  -3.3515799284334918D-01  -7.2051361869671884D-02
 60  -4.4852272020390538D-01   1.0704323350229571D-01
 61  -5.5686268870450351D-01   2.8439438302564696D-01
 62  -6.6424219700629750D-01   4.5880419488436430D-01
 63  -1.3096648025939922D-01  -8.0218884273136826D-01
 64  -2.2673057585312198D-01  -6.1962399133120505D-01
 65  -3.1936094605496523D-01  -4.2823464352940732D-01
 66  -4.2646452686147823D-01  -2.4621940936589656D-01
 67  -5.3054255299948194D-01  -6.2457370293758918D-02
 68  -6.4997540516942309D-01   1.1345755722948794D-01
 69  -7.6019915635680047D-01   2.8767412242234680D-01
 70  -3.2398156092518893D-01  -7.9981922709675568D-01
 71  -4.0725190940086792D-01  -6.0208892419033810D-01
 72  -5.1583573977656372D-01  -4.2021897790512980D-01
 73  -6.2183817987416823D-01  -2.3661736592916366D-01
 74  -7.2505025850752247D-01  -5.1646037003381454D-02
 75  -8.5465454949002784D-01   1.1933335150317881D-01
 76  -4.9416146264974464D-01  -7.7658613453654923D-01
 77  -6.0330770628050001D-01  -5.9477590815408199D-01
 78  -7.0958672491939678D-01  -4.0968008649072918D-01
 79  -8.1674489918045290D-01  -2.2509184588138922D-01
 80  -9.1962405192431895D-01  -3.9663312875612568D-02
