 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 4
   nballs ......: 70
   itrial ......: 10
   kappa .......: 0.63
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.0000000000000000D+00
   pol perimeter: 5.6568542494923797D+00

 OPTIMIZATION SUMMARY
   r ......:  1.1073452412028875D-01
   csupn ..:  6.6771494999784409D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  10
   #evalf .:  325
   #evalg .:  350
   #evalc .:  528
   #evalj .:  350
   #evalhl :  355
   outiter :  23
   totiter :  125
   nwcalls :  23
   nwtotit :  230
   opt time:  0.43 seconds

 BALLS (index, center abcissa, center ordinate)
  1   8.4808469924727403D-01  -1.4780897804376592D-01
  2   8.9455822013496844D-01   3.3852687833141867D-02
  3   4.8793474431624045D-01  -4.7675992253482624D-01
  4   5.9444830018640926D-01  -3.0810787936475881D-01
  5   6.6748333279817806D-01  -1.9114140598438026D-01
  6   7.0981617865136704D-01  -5.5153118696934095D-03
  7   7.5628155562122690D-01   1.7616033154706462D-01
  8   2.6615379619899793D-01  -7.1238475813048163D-01
  9   3.2309638814411484D-01  -5.3934346892361618D-01
 10   3.9059848124990676D-01  -3.5326228718511865D-01
 11   4.6461949706136546D-01  -1.8568934061150624D-01
 12   5.3324420599984790D-01  -3.8685075365753177D-02
 13   5.7339167174723937D-01   1.4162987832203416D-01
 14   6.1682711495986164D-01   3.2229599864373532D-01
 15   1.2107634099995525D-02  -8.8992938589222303D-01
 16   9.2604127934956953D-02  -7.7110093961346282D-01
 17   1.2782548502267238D-01  -5.7758782579740997D-01
 18   2.0316945421179600D-01  -4.0077251715880080D-01
 19   2.6370468436471989D-01  -2.1574619988909180D-01
 20   3.3464668979973722D-01  -4.8770314196540369D-02
 21   3.9191705259702930D-01   1.0840299388775279D-01
 22   4.3405062524244731D-01   2.8801478707372552D-01
 23   4.7263825746680771D-01   4.6685299269722957D-01
 24  -1.0905984018190608D-01  -7.9185152295248540D-01
 25  -4.5259378292097176D-02  -6.3125092821025242D-01
 26   7.7268302870820366D-03  -4.3966725278853147D-01
 27   7.6100825428901592D-02  -2.6389663159377458D-01
 28   1.3425181166039957D-01  -7.9333150911135436D-02
 29   1.9832833536293135D-01   8.6813310061365154D-02
 30   2.5069589316515678D-01   2.5378427611476884D-01
 31   2.9002610059826017D-01   4.3229805107693914D-01
 32   3.2816010730061412D-01   6.1123342410101300D-01
 33  -2.4146467286532614D-01  -6.7227104162353568D-01
 34  -1.7357428227522037D-01  -4.9685169627873244D-01
 35  -1.1992639151206026D-01  -3.0514972830503129D-01
 36  -5.3931611759310737D-02  -1.2983345858344711D-01
 37  -8.2782203345091324D-04   5.3577844585882106D-02
 38   6.1534218060514519D-02   2.2175799701408352D-01
 39   1.0548266967911500D-01   3.9503304358034269D-01
 40   1.4604859808897289D-01   5.7402455963885624D-01
 41   1.8314487252868222D-01   7.5412913662968406D-01
 42  -3.7011285101539421D-01  -5.4115857297744530D-01
 43  -3.0186976382882186D-01  -3.6520473260930669D-01
 44  -2.5059062132182919D-01  -1.7395643414326481D-01
 45  -1.8699542078515580D-01   8.5156514251124671D-04
 46  -1.3830837641706997D-01   1.8573736850359690D-01
 47  -7.6787493667795262D-02   3.5369178113953575D-01
 48  -3.8962703698181611D-02   5.3550458069553863D-01
 49   1.7352558816425517D-03   7.1453588813155966D-01
 50   3.9178111748012105D-02   8.9642034578927565D-01
 51  -4.9890041118791156D-01  -4.1205814444684996D-01
 52  -4.3302359076014063D-01  -2.3654929631519145D-01
 53  -3.8414726362337809D-01  -4.5809823371409784D-02
 54  -3.1965466956978661D-01   1.2920787102817183D-01
 55  -2.7647880503226141D-01   3.1827702429339699D-01
 56  -2.1447740740036045D-01   4.8637261290956846D-01
 57  -1.8372589375910367D-01   6.7476927181009405D-01
 58  -1.4017409457849167D-01   8.5484872713606352D-01
 59  -6.3009379702009005D-01  -2.8367713901985020D-01
 60  -5.6402850121015258D-01  -1.0811986030388517D-01
 61  -5.1638635445090997D-01   8.4670857931213053D-02
 62  -4.5451101667464971D-01   2.5908150033052874D-01
 63  -4.1413361443886604D-01   4.5110055193195059D-01
 64  -3.4954788799934056D-01   6.1988737050137066D-01
 65  -7.6064009041767944D-01  -1.5290388187791221D-01
 66  -6.9489402022241131D-01   2.2588218027129927D-02
 67  -6.5100011015644810D-01   2.1570626769671888D-01
 68  -5.8826339623491741D-01   3.9031647738329822D-01
 69  -8.9154596284343346D-01  -2.2384721580621110D-02
 70  -8.2579052769635164D-01   1.5310312751016791D-01
