 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 7
   nballs ......: 10
   itrial ......: 9774
   kappa .......: 0.71
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.7364101886381045D+00
   pol perimeter: 6.0743723476458129D+00

 OPTIMIZATION SUMMARY
   r ......:  3.6667470932734703D-01
   csupn ..:  4.5431329809275667D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  9774
   #evalf .:  161
   #evalg .:  337
   #evalc .:  358
   #evalj .:  337
   #evalhl :  339
   outiter :  22
   totiter :  119
   nwcalls :  22
   nwtotit :  220
   opt time:  0.04 seconds

 BALLS (index, center abcissa, center ordinate)
  1   6.2307367851568551D-01   3.0984167598381235D-01
  2   3.1835813568081600D-01   6.2024018491060373D-01
  3   6.6344886383226076D-01  -1.9734336817529002D-01
  4   1.6544806563015425D-02  -1.3194042909869079D-02
  5  -1.1479826345775335D-01   6.6539851490345847D-01
  6   3.4002681873039275D-01  -6.0290178502872893D-01
  7  -5.1891772296525474D-01   4.1382307519932671D-01
  8  -6.7426060153949241D-01  -3.6145067832617173D-02
  9  -1.6342636143751274D-01  -6.7639817950945369D-01
 10  -5.3384811890919848D-01  -4.4839265770632558D-01
