 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 10
   nballs ......: 60
   itrial ......: 58
   kappa .......: 0.13
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.9389262614623659D+00
   pol perimeter: 6.1803398874989490D+00

 OPTIMIZATION SUMMARY
   r ......:  1.4527298684061413D-01
   csupn ..:  7.2478951729237906D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  58
   #evalf .:  136
   #evalg .:  279
   #evalc .:  301
   #evalj .:  279
   #evalhl :  285
   outiter :  19
   totiter :  95
   nwcalls :  19
   nwtotit :  190
   opt time:  0.26 seconds

 BALLS (index, center abcissa, center ordinate)
  1  -2.1089428997253154D-01  -9.1305465462960866D-01
  2   5.6137039126929092D-02  -8.8018210113314077D-01
  3   2.7866868765705044D-01  -8.4175070518249595D-01
  4   4.7936653936274143D-01  -7.3632505592467523D-01
  5   7.1158982754110511D-01  -6.0636981615918195D-01
  6  -4.0195127495182081D-01  -7.7897132304297767D-01
  7  -1.4486913655888536D-01  -7.1023975368396308D-01
  8   1.0027658326020504D-01  -6.4775366028215164D-01
  9   3.1013497493225178D-01  -5.7931299365972722D-01
 10   5.4239230809291317D-01  -4.7728429887843582D-01
 11   7.8806205044749844D-01  -3.8349079700771371D-01
 12  -5.8876447761876516D-01  -6.3876932780548135D-01
 13  -3.4501418211174417D-01  -5.5443678877284741D-01
 14  -9.6487349170092371D-02  -4.7594793003333902D-01
 15   1.4370958805859127D-01  -4.0851967764190178D-01
 16   3.7401930332680983D-01  -3.2013764574450615D-01
 17   6.1942516549252791D-01  -2.2934328820450653D-01
 18   8.6433772808495701D-01  -1.5600562547368627D-01
 19  -7.3071144689544110D-01  -4.9703661630828727D-01
 20  -5.2180890897152021D-01  -3.9191904692941570D-01
 21  -2.7732137525036377D-01  -3.1353103656234771D-01
 22  -3.3060574338879128D-02  -2.3077483523509962D-01
 23   1.9856080024310166D-01  -1.5473286546983189D-01
 24   4.4267565238449041D-01  -7.3834845072059660D-02
 25   6.8993624451337177D-01   1.5134569459233999D-02
 26   9.3911008224204506D-01   7.3678967700302661D-02
 27  -8.8603519819168308D-01  -2.8789028739436068D-01
 28  -6.9105056204354309D-01  -2.2453593862585589D-01
 29  -4.4637721583160617D-01  -1.4503674934522576D-01
 30  -2.0270724641121188D-01  -6.5863576902756835D-02
 31   4.4146356907276481D-02   1.4344020791828106D-02
 32   2.8903014117867054D-01   9.3911585596448008D-02
 33   5.3515873140061343D-01   1.7388361249188775D-01
 34   7.8864962458190591D-01   2.5624779649683305D-01
 35  -8.8330877134341623D-01  -2.7390342702301829D-02
 36  -6.5251651094046192D-01   1.0357588184289009D-02
 37  -4.0864662488336484D-01   9.0646522294261525D-02
 38  -1.6239261123837848D-01   1.6726824555423786D-01
 39   6.9689365367520906D-02   2.4189262783063670D-01
 40   3.1473309273172861D-01   3.1993186461213668D-01
 41   5.6706602363955227D-01   3.9329022581543710D-01
 42   8.0306342679539700D-01   4.9238751952149623D-01
 43  -8.5177965854321724D-01   1.7070816475394762D-01
 44  -6.0501210428101482D-01   2.4575453640147044D-01
 45  -3.5781507925445200D-01   3.2833612290426922D-01
 46  -1.2385834279510209D-01   4.1496973807710047D-01
 47   1.1441578559730071D-01   4.7883982646129791D-01
 48   3.6632088314315425D-01   5.4963159495806424D-01
 49   6.0756610510690179D-01   6.3425617191339334D-01
 50  -7.8305326814178788D-01   3.9394000699818216D-01
 51  -5.3467004629923365D-01   4.8944408888228397D-01
 52  -2.9961458857407397D-01   5.8298481598674423D-01
 53  -8.9607168919150465D-02   6.5096682139265860D-01
 54   1.5826392278662932D-01   7.0494130862808957D-01
 55   4.1214535659847062D-01   7.7346182320108836D-01
 56  -7.0729712516558407D-01   6.1471617881294982D-01
 57  -4.7194223980573935D-01   7.4507880172244934D-01
 58  -2.6932094634598153D-01   8.4478797047761023D-01
 59  -4.4985331883281535D-02   8.7746406583385839D-01
 60   2.1927302810793728D-01   9.0882549259973067D-01
