 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 3
   nballs ......: 90
   itrial ......: 124
   kappa .......: 0.75
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.2990381056766580D+00
   pol perimeter: 5.1961524227066320D+00

 OPTIMIZATION SUMMARY
   r ......:  7.8189168873025378D-02
   csupn ..:  9.7685339817132899D-09
   istop ..:  2
   ierr ...:  0
   itrial .:  124
   #evalf .:  1415
   #evalg .:  361
   #evalc .:  1608
   #evalj .:  361
   #evalhl :  374
   outiter :  22
   totiter :  154
   nwcalls :  22
   nwtotit :  220
   opt time:  1.04 seconds

 BALLS (index, center abcissa, center ordinate)
  1   5.0257804500500124D-02   8.1556209183738171D-01
  2  -2.2650289334837096D-02   6.9685973680864266D-01
  3  -9.4193392796414643D-02   5.8090641824309042D-01
  4  -1.6176547337116656D-01   4.6756319951830916D-01
  5  -1.8820123577552261D-01   3.4753431712485305D-01
  6  -2.7434597607447830D-01   2.7161022884599284D-01
  7  -3.3896487906105421D-01   1.5487400141190144D-01
  8  -4.0346777115775928D-01   3.4992436200846765D-02
  9  -4.6964237773149747D-01  -8.7215620604696523D-02
 10  -5.3624419103128595D-01  -2.0974320890440926D-01
 11  -6.0409582722727984D-01  -3.3248875793170629D-01
 12   1.1684170753932194D-01   7.0897220532330862D-01
 13   4.7099634857255150D-02   5.9033561631105458D-01
 14  -1.9077713921065914D-02   4.7436343165434008D-01
 15  -7.3118982316072986D-02   3.6259708835503796D-01
 16  -1.3959651521356442D-01   2.4592738997260316D-01
 17  -2.1063076142010700D-01   1.4376588477750776D-01
 18  -2.7697603043803670D-01   2.6978398411960373D-02
 19  -3.4371968335751241D-01  -9.1723272348142190D-02
 20  -4.0978170584137891D-01  -2.1292792625592441D-01
 21  -4.7651218764859765D-01  -3.3364125144270212D-01
 22  -5.4348032147983327D-01  -4.5528713802667276D-01
 23   1.8458174097895949D-01   5.9720484459383971D-01
 24   1.1995777578906236D-01   4.7855641640189556D-01
 25   6.1619598280896894D-02   3.6320371679550345D-01
 26  -3.9852334620153786D-03   2.4504172260046114D-01
 27  -7.4434190936899805D-02   1.2839809740177205D-01
 28  -1.4511046086360205D-01   2.0491664788083491D-02
 29  -2.1296018071092174D-01  -9.6311194203198058D-02
 30  -2.8059872104795031D-01  -2.1499948245451952D-01
 31  -3.4700328314788226D-01  -3.3619010759050261D-01
 32  -4.1433897625111904D-01  -4.5651874770658413D-01
 33   2.5594482422170384D-01   4.8244330571961103D-01
 34   1.9628866352910709D-01   3.6409343897693136D-01
 35   1.3080838686917490D-01   2.4573157790895811D-01
 36   6.1230932942895951D-02   1.2759451453026771D-01
 37  -9.7025908839618678D-03   1.0970867276870234D-02
 38  -7.9990277746766578D-02  -1.0119402152890059D-01
 39  -1.4873143863447782D-01  -2.1799309073399023D-01
 40  -2.1671409921733911D-01  -3.3666927480873454D-01
 41  -2.8348784313153308D-01  -4.5784620239376800D-01
 42   2.6443157020502500D-01   2.4486617436344577D-01
 43   1.9497871548410525D-01   1.2652854301548108D-01
 44   1.2491480624113296D-01   8.4116639923653130D-03
 45   5.5744977867891801D-02  -1.0825452678998380D-01
 46  -1.4884027490457906D-02  -2.2153497456230054D-01
 47  -8.3965796426788419D-02  -3.3833102714677288D-01
 48  -1.5231884414286689D-01  -4.5699454478682083D-01
 49   3.2687168906054698D-01   1.2296719734659037D-01
 50   2.5722989463520157D-01   5.0952964807447487D-03
 51   1.8911354371673361D-01  -1.1278381090015048D-01
 52   1.2029045841625563D-01  -2.2944552700899432D-01
 53   4.9329204488996581D-02  -3.4272640064420778D-01
 54   4.6151983918266237D-01   1.2151396617966727D-01
 55   3.9148257287289517D-01   4.3277630958117094D-03
 56   3.2338326534387479D-01  -1.1356907435653886D-01
 57   2.5526487754671967D-01  -2.3144308583504131D-01
 58   1.8610000707337640D-01  -3.4809730586847815D-01
 59   1.1477764904693934D-01  -4.6138049790547525D-01
 60   4.5872565386828351D-01  -1.1249426530879328D-01
 61   3.9062594609693652D-01  -2.3038150506542635D-01
 62   3.2216713619715054D-01  -3.4824251340652368D-01
 63   2.5263881994874438D-01  -4.6488243724579681D-01
 64   5.2682903499582079D-01  -2.2777355536198254D-01
 65   4.5879341167517407D-01  -3.4488512261126658D-01
 66   3.9058264554318778D-01  -4.6154015711760743D-01
 67   5.9469065529680898D-01  -3.4442553286444422D-01
 68   5.2674302387373872D-01  -4.6153113116549743D-01
 69   6.6264179958157121D-01  -4.6108093945760492D-01
 70  -6.7179746141049967D-01  -4.5531025303325157D-01
 71   7.9823618765496729D-01  -4.6099677153310786D-01
 72  -2.0115847289271759D-02  -4.5951278211260349D-01
