 PROBLEM SUMMARY
   problem .....: stoyan    
   nballs ......: 100
   itrial ......: 3539
   kappa .......: 0.44
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 6.9111111111111101D-01
   pol perimeter: 7.0086495082125433D+00

 OPTIMIZATION SUMMARY
   r ......:  5.6669070927101647D-02
   csupn ..:  6.8650773954459510D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  3539
   #evalf .:  321
   #evalg .:  309
   #evalc .:  487
   #evalj .:  309
   #evalhl :  317
   outiter :  19
   totiter :  127
   nwcalls :  19
   nwtotit :  190
   opt time:  0.90 seconds

 BALLS (index, center abcissa, center ordinate)
  1   9.5409601793018706D-01  -3.0010370680159992D-01
  2   9.7677924729514320D-01  -2.1517247068168122D-01
  3   9.6406316660620517D-01  -1.1965263348424464D-01
  4   8.8581455395552711D-01  -2.8126121848815183D-01
  5   9.1063013889654765D-01  -1.8822290069423298D-01
  6   9.5818213844295630D-01  -3.7587625628474848D-02
  7   9.6779407793865635D-01   4.7307652700868418D-02
  8   9.7469014843393720D-01   1.4464080818639122D-01
  9   8.2779089463011313D-01  -1.8908396368040467D-01
 10   8.6684280674386804D-01  -9.3346945087355040D-02
 11   8.8127463242127368D-01   2.9002107858940775D-03
 12   8.8592690571287580D-01   1.0169896430559718D-01
 13   8.8382808227726084D-01   1.6206220839695307D-01
 14   9.5347411812639915D-01   2.2771954033258407D-01
 15   9.9244505635073677D-01   3.1623680846769903D-01
 16   7.7137098478214805D-01  -1.1671067420015770D-01
 17   7.9118148481660666D-01  -2.5065268158521465D-02
 18   8.0575409427185662D-01   7.1490633417741645D-02
 19   8.0906376077696884D-01   1.7279997123777341D-01
 20   8.4990027240475174D-01   2.4702943099812549D-01
 21   9.0246998917617238D-01   3.1451218116347168D-01
 22   9.5435189599196535D-01   4.0598099627488293D-01
 23   9.8694168468443355D-01   4.9471879285583775D-01
 24   6.9352147011211751D-01  -6.2170915422882049D-02
 25   7.1366598264410519D-01   2.1489132498972951D-02
 26   7.2622385631222741D-01   1.1333615247768856D-01
 27   8.6059106402595242D-01   3.9841120503487276D-01
 28   8.8958780714646934D-01   4.8430394688599976D-01
 29   9.2655645733347192D-01   5.6222681014397768D-01
 30   6.1517470143936881D-01   9.4932349285741027D-03
 31   6.3420603077222659D-01   9.0707916996428856D-02
 32   6.5600333829662594D-01   1.8367313050344050D-01
 33   7.9073905733699779D-01   4.7447264065004291D-01
 34   8.1861128826428975D-01   5.4596597100474076D-01
 35   8.5927799171002883D-01   6.2475524268886007D-01
 36   5.0938472908343613D-01   2.6824130188583886D-02
 37   5.3741492021041715D-01   8.5677992041882048D-02
 38   5.6545923260968756D-01   1.7097990120283926D-01
 39   6.0842166202045922D-01   2.5780849901987657D-01
 40   7.1687246453288156D-01   5.5393937639659963D-01
 41   7.7735664932098059D-01   6.3067721626213968D-01
 42   4.0505381104522348D-01   1.5836495128212513D-02
 43   4.3971034253957003D-01   9.7241822501701977D-02
 44   4.7304803731895423D-01   1.7285599239709062D-01
 45   5.1503882272514057D-01   2.6116769651701544D-01
 46   5.6843505734126076D-01   3.4793531939107053D-01
 47   6.3074089935732602D-01   4.2236893658420593D-01
 48   6.6079868803699682D-01   5.0560026981027084D-01
 49   2.8713670233257155D-01  -1.0078306925195772D-01
 50   3.1646512928377890D-01  -1.2939911479885591D-02
 51   3.4178158238168377D-01   8.8108392925351914D-02
 52   3.7236505542252241D-01   1.7515239376118924D-01
 53   4.2311512624957881D-01   2.6369421459198550D-01
 54   4.6618453444034719D-01   3.3343248960064703D-01
 55   5.2274978252710513D-01   4.1979432907387421D-01
 56   5.5806204710361373D-01   4.9187308089916476D-01
 57   5.5367815108705010D-01   6.3401210742656877D-01
 58   1.0020107865719362D-01  -2.8735384188968832D-01
 59   1.5174438362560838D-01  -2.0562869807046241D-01
 60   1.9766871503495168D-01  -1.3708660351058943D-01
 61   2.2180734543326100D-01  -3.5555928286927274D-02
 62   2.5638614966476536D-01   6.0366761240965155D-02
 63   2.7855112955485939D-01   1.6294006171546038D-01
 64   3.5667129516157692D-01   3.3402103655019816D-01
