 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 4
   nballs ......: 24
   itrial ......: 6
   kappa .......: 0.74
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.0000000000000000D+00
   pol perimeter: 4.0000000000000000D+00

 OPTIMIZATION SUMMARY
   r ......:  1.3829318669484678D-01
   csupn ..:  9.8143735360878281D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  6
   #evalf .:  171
   #evalg .:  342
   #evalc .:  370
   #evalj .:  342
   #evalhl :  343
   outiter :  22
   totiter :  123
   nwcalls :  22
   nwtotit :  220
   opt time:  0.10 seconds

 BALLS (index, center abcissa, center ordinate)
  1   6.8190278697910267D-01   9.0635184211147024D-02
  2   8.9318314933124165D-01   8.7857275678857663D-02
  3   9.7427996003225203D-01   3.1158759208378373D-01
  4   4.7601831792245586D-01   9.4046597054276634D-02
  5   5.5047563526317222D-01   3.1568757372320599D-01
  6   7.6300967280594734D-01   3.1437058793420614D-01
  7   8.8844440322434415D-01   5.2922245902095466D-01
  8   9.6583640842541818D-01   7.4498405339652607D-01
  9   2.6881965773847322D-01   8.9079802218823237D-02
 10   3.3620875901732433D-01   3.1603094762210121D-01
 11   4.4497816378203331D-01   5.4159506733227625D-01
 12   6.6339070913393461D-01   5.3592759982931792D-01
 13   7.4414754952437390D-01   7.4687172792391732D-01
 14   8.7562778295576782D-01   9.3950467486388789D-01
 15   8.1508789618893934D-02   1.1171984131981917D-01
 16   1.1715179243196082D-01   2.9695667895974315D-01
 17   2.2089131881660276D-01   5.2836915130681350D-01
 18   2.9356647377715123D-01   7.4899613475367055D-01
 19   5.2220000877214190D-01   7.5753665788011570D-01
 20   6.2409721104410898D-01   9.4558194195921663D-01
 21   3.4987983428788005D-02   5.0425277059037288D-01
 22   7.9869702758463348D-02   7.5094768762201858D-01
 23   3.6888970267745724D-01   9.4776265700869233D-01
 24   1.2040483368581874D-01   9.3194621486163909D-01
