 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 3
   nballs ......: 70
   itrial ......: 1806
   kappa .......: 0.88
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.2990381056766580D+00
   pol perimeter: 5.1961524227066320D+00

 OPTIMIZATION SUMMARY
   r ......:  8.9118383655621372D-02
   csupn ..:  9.9813588505526241D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  1806
   #evalf .:  1260
   #evalg .:  351
   #evalc .:  1440
   #evalj .:  351
   #evalhl :  361
   outiter :  21
   totiter :  151
   nwcalls :  21
   nwtotit :  210
   opt time:  0.72 seconds

 BALLS (index, center abcissa, center ordinate)
  1  -2.5772268101940620D-02   6.4594040074627235D-01
  2   4.2798122471439735D-02   5.2174435196555935D-01
  3  -1.1067440272522645D-01   5.0517725887925435D-01
  4   2.7942944775917861D-01   4.1987256166974540D-01
  5   1.2016531728617287D-01   4.0696814486328975D-01
  6  -3.7034088576064439D-02   3.8038733834552224D-01
  7  -1.8635444785066743D-01   3.5857027870347696D-01
  8   1.9797112436164013D-01   2.8507786380775896D-01
  9   3.8705793004781754D-02   2.7218502913410320D-01
 10  -1.1600065362772981D-01   2.3413145583596104D-01
 11  -3.2583803903069930D-01   3.4198155331853985D-01
 12   4.2526380047585483D-01   1.6101238279118768D-01
 13   2.6925741896018179D-01   1.5534419360477067D-01
 14   1.1366704208395159D-01   1.5049289410222982D-01
 15  -3.0898054341200621D-02   1.4929412526475452D-01
 16  -2.4553011473171968D-01   2.0676623107176814D-01
 17  -4.0021922733766063D-01   2.1069092396811603D-01
 18   4.8974471124590774D-01   3.5831937109224353D-02
 19   3.2963496405247716D-01   3.2711993332471240D-02
 20   1.6660929894046059D-01   3.2747794550430941D-02
 21   1.0519062229876145D-03   3.4064133243945492D-02
 22  -1.6381956825186841D-01   7.3054386582446326D-02
 23  -3.2009801367984142D-01   7.6851193668978066D-02
 24  -4.7630081104658778D-01   8.0640233225709457D-02
 25   5.6289800234512077D-01  -8.2296228678574584D-02
 26   3.9978188925946218D-01  -9.3333613320509518D-02
 27   2.3745051249341259D-01  -9.1783834063353525D-02
 28   7.2911815917210798D-02  -8.8088154307509020D-02
 29  -8.9856850566984892D-02  -6.2502113182893837D-02
 30  -2.4509725325217110D-01  -5.6946834003381692D-02
 31  -4.0133259001552457D-01  -5.3226367462712150D-02
 32  -5.5704795673417384D-01  -5.0350268826951788D-02
 33   6.3596936781692270D-01  -2.0576092545424005D-01
 34   4.7476564887749645D-01  -2.1190992098731806D-01
 35   3.1154181445469631D-01  -2.1822508974523006D-01
 36   1.4769885313839992D-01  -2.1301747727968567D-01
 37  -1.5917197868199610D-02  -1.9797695331833587D-01
 38  -1.7121420393183232D-01  -1.9248692343005180D-01
 39  -3.2641545140025546D-01  -1.8702954037269720D-01
 40  -4.8216077842760890D-01  -1.8422371077679678D-01
 41  -6.3533469045674273D-01  -1.8579584057592852D-01
 42   7.1074377056501425D-01  -3.3120620109498067D-01
 43   5.5031242127646884D-01  -3.3559181780498942D-01
 44   3.8803907685626482D-01  -3.3959829142853498D-01
 45   2.2544991577280549D-01  -3.3967217450349374D-01
 46   6.2505859459798474D-02  -3.2902703106945591D-01
 47  -9.5334059640409197D-02  -3.2797405643902022D-01
 48  -2.5058478358028613D-01  -3.2259141703513622D-01
 49  -4.0529720448597523D-01  -3.1806560360336117D-01
 50  -5.5849759039138225D-01  -3.1969880216950985D-01
 51  -7.1161962487949049D-01  -3.2134391933329526D-01
 52  -1.7473715503530915D-01  -4.5807347118461211D-01
 53  -3.2949922384167118D-01  -4.5362831245050295D-01
 54  -6.3482579204695255D-01  -4.5525217479475694D-01
 55  -7.8895476428514200D-01  -4.5520417794610901D-01
 56   2.0070285770759078D-01   5.4180502187817536D-01
 57  -1.6947474640021939D-02  -4.5901428702516350D-01
 58   4.6596835298847661D-01  -4.6342506340650996D-01
 59   3.5356252070042560D-01   2.8993199975001943D-01
 60  -1.7782063697907421D-01   6.3241011905009503D-01
 61  -4.8167692862461275D-01  -4.5354865096839864D-01
 62   1.2962703114145058D-01   6.5974756283103497D-01
 63   6.2747007953256584D-01  -4.6118058756631347D-01
 64   6.4321919990309173D-02   7.8340618191198896D-01
 65   7.8685283683033058D-01  -4.5904233606019462D-01
 66  -8.9669166907918776D-02   7.7263808588015037D-01
 67   1.4139434653362984D-01  -4.5912909087658632D-01
 68  -2.5858862989680848D-01   4.8639672307029919D-01
 69   3.0264914145220101D-01  -4.6518805929660600D-01
 70  -6.2163340188558808D-03   9.1107732719402967D-01
