 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 12
   nballs ......: 50
   itrial ......: 3169
   kappa .......: 0.84
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 3.0000000000000000D+00
   pol perimeter: 6.2116570824604969D+00

 OPTIMIZATION SUMMARY
   r ......:  1.6314364327183928D-01
   csupn ..:  7.9443918110655432D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  3169
   #evalf .:  1642
   #evalg .:  381
   #evalc .:  1828
   #evalj .:  381
   #evalhl :  383
   outiter :  21
   totiter :  173
   nwcalls :  21
   nwtotit :  210
   opt time:  0.55 seconds

 BALLS (index, center abcissa, center ordinate)
  1   9.0341702472598473D-01  -1.7385653273070251D-01
  2   9.1473472982785553D-01   9.8309683276404006D-02
  3   7.4713542683969314D-01  -5.6653726817000483D-01
  4   7.5889193673065314D-01  -3.5116385761001168D-01
  5   6.8835546065854969D-01  -4.3702229906988736D-02
  6   7.7875147721169813D-01   2.5860444358771134D-01
  7   7.9257358777383879D-01   4.8634954471893616D-01
  8   5.0144391834947000D-01  -7.3932092958007944D-01
  9   5.0057226901867369D-01  -4.6281542465445530D-01
 10   5.2103966058633844D-01  -1.8679302386640273D-01
 11   5.3059022056548666D-01   1.1834209976952302D-01
 12   5.3397374617001292D-01   3.9884179271268644D-01
 13   5.7135317487030857D-01   6.7760568028756751D-01
 14   2.7248556179138728D-01  -8.3712831531515075D-01
 15   2.5216667803724468D-01  -5.8396791479337629D-01
 16   2.6212788214679039D-01  -3.0406650429006982D-01
 17   3.0572430785036159D-01  -1.8081254600418137D-02
 18   2.8644300043889964D-01   2.7393324382377493D-01
 19   3.0779445500429675D-01   5.5830306134469687D-01
 20   3.6883210757865403D-01   8.1333046907169737D-01
 21  -1.1901863456342868D-03  -9.4472687988086501D-01
 22  -2.4829975810471984D-03  -7.0676516319212435D-01
 23   1.0773578153243720D-02  -4.2926733293298081D-01
 24   4.6604786741076355D-02  -1.3793550700440241D-01
 25   6.1370204172594485D-02   1.3494125571357404D-01
 26   5.5327924579906297D-02   4.3381668601884227D-01
 27   8.0837940541138839D-02   7.1403666670391142D-01
 28   9.3140971826200430D-02   9.3695853076021829D-01
 29  -2.7474978538300043D-01  -8.3632585319881103D-01
 30  -2.4424626163773208D-01  -5.7239831989406986D-01
 31  -2.0495285885646758D-01  -2.8335756141636453D-01
 32  -1.6787902999983506D-01   8.4053738318738570D-03
 33  -1.6868391045577588D-01   3.0501702509770601D-01
 34  -1.7583865830558301D-01   6.0338350781973826D-01
 35  -1.7808115101085442D-01   8.6700277651870949D-01
 36  -4.8135269815406007D-01  -7.2956203777358930D-01
 37  -4.4692588411555545D-01  -4.2617871880571395D-01
 38  -4.1375313744082237D-01  -1.2670311734280215D-01
 39  -3.9346160661091040D-01   1.6454934706440494D-01
 40  -3.8825233461754965D-01   4.6843218743443632D-01
 41  -4.1462136363596208D-01   7.6746669495207576D-01
 42  -6.7618434984848530D-01  -5.6169268558182472D-01
 43  -6.5516439552829941D-01  -2.5614824414627874D-01
 44  -6.3924747654499570D-01   3.1768374409416711D-02
 45  -6.1324496434398623D-01   3.2344346363012821D-01
 46  -6.0354882667083976D-01   6.2892445215097370D-01
 47  -8.7208043326459350D-01  -3.7067825789344544D-01
 48  -8.8214241231509161D-01  -7.0113491461717831D-02
 49  -8.5947530507303926D-01   1.6114366222285723D-01
 50  -8.2633397605331460D-01   4.5069602104426365D-01
