 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 5
   nballs ......: 20
   itrial ......: 6038
   kappa .......: 0.89
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.3776412907378841D+00
   pol perimeter: 5.8778525229247309D+00

 OPTIMIZATION SUMMARY
   r ......:  2.3669939900915044D-01
   csupn ..:  3.8326666285115607D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  6038
   #evalf .:  145
   #evalg .:  331
   #evalc .:  340
   #evalj .:  331
   #evalhl :  335
   outiter :  22
   totiter :  115
   nwcalls :  22
   nwtotit :  220
   opt time:  0.09 seconds

 BALLS (index, center abcissa, center ordinate)
  1  -3.8086919731392077D-01  -7.3328119282412496D-01
  2   7.1157588585585352D-02  -7.4456223971299640D-01
  3   4.6581284280891566D-01  -6.4113637526275913D-01
  4  -6.0800125714245123D-01  -4.8216737825880790D-01
  5  -1.4399116116458566D-01  -4.3231541269599683D-01
  6   2.4715476381058449D-01  -3.4017934836328606D-01
  7   6.8613186582116070D-01  -2.9775727369031840D-01
  8  -7.4428659981315137D-01  -5.9689492232125163D-02
  9  -3.7908243464334662D-01  -1.8103124478759655D-01
 10   2.0171602404537449D-02  -2.7763828929400828D-02
 11   4.5565210614199553D-01   3.3509225063531028D-03
 12   8.1508691119624455D-01   1.3563178189754130D-01
 13  -7.2823056483431792D-01   2.9708251929718027D-01
 14  -3.5496979749146135D-01   1.8185209190827023D-01
 15  -6.3259917105717572D-02   3.9379172582046040D-01
 16   2.8931385977097263D-01   3.0458708863422224D-01
 17   6.4645114811613358D-01   4.2924564364120338D-01
 18  -4.3077024073655085D-01   5.9290437112381822D-01
 19  -5.7506645568036190D-02   7.8439197124609594D-01
 20   2.8676528848880611D-01   6.8941355331455989D-01
