 PROBLEM SUMMARY
 48   2.7382911536051396D-01   3.3829587323317728D-01
 49   1.7948703682303904D-01   1.7629111221346014D-01
 50   8.8727527483361629D-02   1.4071095441241016D-02
 51  -1.8644270037708045D-03  -1.5196048577256036D-01
 52  -9.1920510126197855D-02  -3.1342313157653029D-01
 53  -1.7897318390158809D-01  -4.7520662068132224D-01
 54  -2.6275747482371253D-01  -6.4077016861848413D-01
 55  -3.4801032185835107D-01  -8.0484676008708911D-01
 56   4.9337726852000169D-01   5.2419616589663554D-01
 57   4.4403554177787252D-01   3.3937295135341050D-01
 58   3.5150813644885426D-01   1.7474174438127071D-01
 59   2.6073636442992520D-01   1.2521542808674143D-02
 60   1.6736033851595755D-01  -1.4956198716359329D-01
 61   8.0613345169445502D-02  -3.1578150935861266D-01
 62  -8.7236659282222268D-03  -4.7727326810811443D-01
 63  -9.4113350830674847D-02  -6.4058686920924435D-01
 64  -1.7830671957917052D-01  -8.0616024738269865D-01
 65   5.9063011161354118D-01   3.5667402870325615D-01
 66   5.2382104943081809D-01   1.7896664645627131D-01
 67   4.3436726296309552D-01   1.4145042974760765D-02
 68   3.4125317626276752D-01  -1.4832295820936681D-01
 69   2.5086064303724215D-01  -3.1056009795952261D-01
 70   1.6195276284863774D-01  -4.7729948152183416D-01
 71   7.7060647708051558D-02  -6.4134292238613955D-01
 72  -8.7362839726394578D-03  -8.0466304158346758D-01
 73   6.7870292829952716D-01   1.8732527071809235D-01
 74   6.0324587263586105D-01   1.3375315186516195D-02
 75   5.1307075070363295D-01  -1.4940061245516728D-01
 76   4.2293586677548828D-01  -3.1201860728227349D-01
 77   3.2794041552633862D-01  -4.7398375357259642D-01
 78   2.4665374252621031D-01  -6.4287470958031800D-01
 79   1.6135946538839457D-01  -8.0692175347507777D-01
 80   7.6229262252544483D-01   1.8284718055419470D-02
 81   6.8851097670250228D-01  -1.4455747481516742D-01
 82   5.9848089576709840D-01  -3.0733938332392835D-01
 83   5.0373582341809331D-01  -4.6969345653155892D-01
 84   4.0950663589276259D-01  -6.3172296915147264D-01
 85   3.3254967578714706D-01  -8.0619039453770880D-01
 86   5.8433888762226061D-01  -6.2899754645280248D-01
 87   6.7830592767611098D-01  -4.6657626143271852D-01
 88  -6.7879957322061635D-01  -4.5652883314420400D-01
 89  -5.6106314439030724D-01   6.6280518860031890D-01
 90  -8.4697875287411484D-01   1.7467401127137702D-01
 91  -6.5998526391757240D-01   5.0369287008036912D-01
 92   4.9028754909774686D-01  -7.9103889356377122D-01
 93   7.7295437992817873D-01  -3.0406463082717156D-01
 94   8.6252601886089642D-01  -1.4062046052971627D-01
 95   8.4543419396679576D-01   1.8261780615854606D-01
 96   6.5875549544854128D-01   5.2218759791502922D-01
 97   9.3183020351856782D-01   1.7281903259857324D-02
 98  -7.5409246097491933D-01   3.3884769871195403D-01
 99  -9.3632587057589622D-01   1.1745300118873318D-02
100   7.5310107040552443D-01   3.5112273729676213D-01
