 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 4
   nballs ......: 16
   itrial ......: 2
   kappa .......: 0.85
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.0000000000000000D+00
   pol perimeter: 4.0000000000000000D+00

 OPTIMIZATION SUMMARY
   r ......:  1.6941985335374918D-01
   csupn ..:  3.8636608357123237D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  2
   #evalf .:  184
   #evalg .:  339
   #evalc .:  381
   #evalj .:  339
   #evalhl :  340
   outiter :  22
   totiter :  120
   nwcalls :  22
   nwtotit :  220
   opt time:  0.07 seconds

 BALLS (index, center abcissa, center ordinate)
  1   1.3454599036645548D-01   1.0297614125476307D-01
  2   4.0431406176412321D-01   1.0209038036743105D-01
  3   6.6884009325512017D-01   1.0948486563135257D-01
  4   4.3307369287438773D-02   3.6974153573881058D-01
  5   3.1307068026425977D-01   3.6884535838627786D-01
  6   5.8459780370858927D-01   3.6560301541978396D-01
  7   8.9907645231495326D-01   1.3607911121308078D-01
  8   1.3881421182598683D-01   6.3068539085316533D-01
  9   4.1540219637230175D-01   6.3439698475557027D-01
 10   8.6118578817743485D-01   3.6931460909833130D-01
 11   1.0092354770145941D-01   8.6392088877353868D-01
 12   3.3115990662852690D-01   8.9051513442201735D-01
 13   6.8692931960243186D-01   6.3115464166316748D-01
 14   9.5669263074581057D-01   6.3025846419092291D-01
 15   5.9568593832626560D-01   8.9790961960455040D-01
 16   8.6545400980213194D-01   8.9702385872111345D-01
