 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 8
   nballs ......: 60
   itrial ......: 3251
   kappa .......: 0.22
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.8284271247461903D+00
   pol perimeter: 6.1229349178414356D+00

 OPTIMIZATION SUMMARY
   r ......:  1.4244166201882108D-01
   csupn ..:  7.3424835100865948D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  3251
   #evalf .:  149
   #evalg .:  289
   #evalc .:  317
   #evalj .:  289
   #evalhl :  292
   outiter :  19
   totiter :  102
   nwcalls :  19
   nwtotit :  190
   opt time:  0.28 seconds

 BALLS (index, center abcissa, center ordinate)
  1   8.7089146996849276D-01   2.2365624061880238D-01
  2   7.3588887215698251D-01   4.5092249926627442D-01
  3   6.1541052166789822D-01   6.2182186005982487D-01
  4   4.3846347428904187D-01   7.4303413773196525D-01
  5   2.1018375857928134D-01   8.8060581146440120D-01
  6   8.7095709115480713D-01  -6.3437735856087035D-03
  7   6.8323932537621401D-01   1.8874701027405347D-01
  8   5.2829338259432912D-01   3.8023846772860692D-01
  9   3.7216679592133406D-01   5.3685443115799902D-01
 10   1.7710796674360735D-01   6.9397829264797595D-01
 11  -1.9237961902781719D-02   8.7371126477968963D-01
 12   8.2645609440944434D-01  -2.0126240570831180D-01
 13   6.3829300746931017D-01  -3.3751300696252852D-02
 14   4.4859498206812265D-01   1.3957457310591312D-01
 15   2.8600535783952968D-01   3.0223469638838435D-01
 16   1.2481057419380498D-01   4.6881740527880883D-01
 17  -5.2782014481066362D-02   6.4248801521526278D-01
 18  -2.2295203783729536D-01   8.2021777808434793D-01
 19   7.4245028803786117D-01  -4.2149353421605412D-01
 20   5.7562892901430851D-01  -2.5454819996810424D-01
 21   3.9760535744365061D-01  -8.9472630673757492D-02
 22   2.0350563243983802D-01   6.4500321559342266D-02
 23   4.1567749499467815D-02   2.3096442295779118D-01
 24  -1.1708478165191678D-01   4.0879072631304725D-01
 25  -2.7716485904834248D-01   5.6924747276120591D-01
 26  -4.4102971120137446D-01   7.3125303157590649D-01
 27   6.6128367243815589D-01  -6.5687460729782243D-01
 28   4.9658018689099948D-01  -4.8954791090397110D-01
 29   3.2992475064270321D-01  -3.2180334510024827D-01
 30   1.5084408079219611D-01  -1.6271694591006214D-01
 31  -4.2611875087000629D-02  -4.9417327348150091D-03
 32  -1.8993965574341709D-01   1.6083477362545090D-01
 33  -3.5215048056064285D-01   3.2097572299029548D-01
 34  -5.1171080964208804D-01   4.8341144747914022D-01
 35  -6.6821866209225800D-01   6.4713535476571882D-01
 36   4.2856951374794888D-01  -7.3626204267268758D-01
 37   2.6254627906689382D-01  -5.6838561484759831D-01
 38   9.5303058189798784D-02  -4.0368609281221812D-01
 39  -8.3280989225197957D-02  -2.2984673229659899D-01
 40  -2.8712214209259035D-01  -7.8763621711816584D-02
 41  -4.3508709563057002D-01   8.2779888900903237D-02
 42  -5.9702316053475379D-01   2.4488940322142547D-01
 43  -7.5644514495701820D-01   4.0826676393117145D-01
 44   2.1156239531870999D-01  -8.2126164730419915D-01
 45   4.2266571760770706D-02  -6.3901572461728440D-01
 46  -1.4154153471389766D-01  -4.6362754036166981D-01
 47  -3.2528268457613729D-01  -2.9771534244827824D-01
 48  -5.3513356382593424D-01  -1.5367334146319037D-01
 49  -6.8176476151208409D-01   1.5893479536016591D-02
 50  -8.4891633483592810D-01   1.7813743729955164D-01
 51   1.5508483796749309D-02  -8.6960746852841853D-01
 52  -1.8131663317363528D-01  -6.8265010246385460D-01
 53  -3.8800219806780634D-01  -5.2661031992679785D-01
 54  -5.7371249903399524D-01  -3.7165390517837410D-01
 55  -7.8253066416205996D-01  -2.1974192176407426D-01
 56  -9.2846371067319688D-01  -4.6842802502341137D-02
 57  -2.1357125426347451D-01  -8.8455201119808557D-01
 58  -4.3450064858891285D-01  -7.3731555885034850D-01
 59  -6.1031321109817183D-01  -6.2394815692751238D-01
 60  -7.9024589458266348D-01  -4.6435495009017330D-01
