 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 9
   nballs ......: 60
   itrial ......: 293
   kappa .......: 0.18
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.8925442435894264D+00
   pol perimeter: 6.1563625798620381D+00

 OPTIMIZATION SUMMARY
   r ......:  1.4433078321169282D-01
   csupn ..:  7.2725301336618031D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  293
   #evalf .:  126
   #evalg .:  285
   #evalc .:  293
   #evalj .:  285
   #evalhl :  289
   outiter :  19
   totiter :  99
   nwcalls :  19
   nwtotit :  190
   opt time:  0.26 seconds

 BALLS (index, center abcissa, center ordinate)
  1   9.3518460267247316D-01  -3.4542852001392524D-02
  2   8.5868159589712978D-01   1.9337664304858293D-01
  3   7.7202192275289405D-01   4.1338930394886725D-01
  4   6.5869693039269372D-01   6.5699015978145392D-01
  5   8.2128204852002729D-01  -4.4941220587740854D-01
  6   7.8832322245016617D-01  -2.3091905756615924D-01
  7   6.9011004313054691D-01   5.5316260679079375D-03
  8   6.1191000635883297D-01   2.3928565592425408D-01
  9   5.2654960185178523D-01   4.8188301516702509D-01
 10   4.5494838864034537D-01   7.3789725163075037D-01
 11   6.2500134028145815D-01  -6.0927981350480365D-01
 12   5.7160586009876990D-01  -3.7952105322561830D-01
 13   5.3549838427270113D-01  -1.6328908937802156D-01
 14   4.3983123686250847D-01   7.6102192151975140D-02
 15   3.6472829228860359D-01   3.1695127862328892D-01
 16   2.9466030041004232D-01   5.6837764547447878D-01
 17   2.4146410954154543D-01   8.2259959747962896D-01
 18   4.3091298296367647D-01  -7.5820597922983268D-01
 19   3.7554597487214031D-01  -5.4060832561514593D-01
 20   3.1922685194016082D-01  -3.1424902315831638D-01
 21   2.8564576788530183D-01  -9.5056451799209588D-02
 22   1.9360605748519752D-01   1.4827757112165194D-01
 23   1.2858544775190511D-01   3.9873687830716031D-01
 24   6.7635767221087467D-02   6.4288704216837167D-01
 25   3.1243895861938212D-02   8.7654476111373025D-01
 26   2.4816306883486422D-01  -8.9651396602920419D-01
 27   1.7418926990604794D-01  -7.0204522730800401D-01
 28   1.2398923066895462D-01  -4.7933208826795631D-01
 29   7.4349371531407624D-02  -2.4553911217011429D-01
 30   3.8746007823093294D-02  -1.9180686707034940D-02
 31  -4.1056664223151983D-02   2.2326022172323917D-01
 32  -1.1073629096606069D-01   4.6950273487109495D-01
 33  -1.6980325529161755D-01   7.0291909853957779D-01
 34  -2.0014389865806581D-01   8.9656528595019824D-01
 35  -2.0057010027381243D-02  -8.7802498707924281D-01
 36  -7.4802160587855160D-02  -6.5328066315804578D-01
 37  -1.1391544478250765D-01  -4.1858806441149887D-01
 38  -1.5967683805682942D-01  -1.7372443237340970D-01
 39  -2.0793742340974394D-01   5.9577765544897472D-02
 40  -2.8288847659236466D-01   3.0681822807624515D-01
 41  -3.6019565014748772D-01   5.4530468042190661D-01
 42  -4.3239482376429828D-01   7.6197514444299452D-01
 43  -2.5924119071367119D-01  -8.4470049113491352D-01
 44  -2.8644247391259814D-01  -5.8905851326840974D-01
 45  -3.4652976023202975D-01  -3.3638921163858659D-01
 46  -4.0568470496156411D-01  -9.9031468793757238D-02
 47  -4.4910169149224838D-01   1.3907866565707458D-01
 48  -5.1562255908988919D-01   3.9368766218571283D-01
 49  -5.9652571465600479D-01   6.4863525617788176D-01
 50  -4.3887317850395763D-01  -7.5866042588194493D-01
 51  -5.1981363952591786D-01  -5.0293846461904101D-01
 52  -5.9106303325347476D-01  -2.6889400816367770D-01
 53  -6.4315038531449165D-01  -3.5138348300615782D-02
 54  -6.7791800585207207D-01   2.0960276283818507D-01
 55  -7.4595619054142104D-01   4.6296222553641997D-01
 56  -6.7311584712358730D-01  -6.2673653618093217D-01
 57  -7.7294083635040722D-01  -4.1424972568289209D-01
 58  -8.3562132105943676D-01  -2.0521722936151743D-01
 59  -8.6955014308822776D-01   2.6263182041481689D-02
 60  -8.8908712278831026D-01   2.3896456569543881D-01
