 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 10
   nballs ......: 80
   itrial ......: 685
   kappa .......: 0.78
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.9389262614623659D+00
   pol perimeter: 6.1803398874989490D+00

 OPTIMIZATION SUMMARY
   r ......:  1.2579127911106236D-01
   csupn ..:  9.6715515596201840D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  685
   #evalf .:  952
   #evalg .:  347
   #evalc .:  1136
   #evalj .:  347
   #evalhl :  354
   outiter :  21
   totiter :  144
   nwcalls :  21
   nwtotit :  210
   opt time:  0.79 seconds

 BALLS (index, center abcissa, center ordinate)
  1  -8.3481838112852447D-01  -2.6987526181005717D-01
  2  -6.6172997830165814D-01  -3.7365677242387241D-01
  3  -5.6039825487231898D-01  -5.4437850548686062D-01
  4  -4.4816868671771076D-01  -7.3873378410859836D-01
  5  -3.0678542959206573D-01  -8.8887947700209480D-01
  6  -7.4978970887411445D-01  -5.3862394619128243D-02
  7  -6.2138796970806898D-01  -1.8132448724191191D-01
  8  -4.6362585713766430D-01  -3.4754982932083628D-01
  9  -3.5136593081927975D-01  -5.4190408391930256D-01
 10  -2.2132849700077814D-01  -6.9320587221071206D-01
 11  -9.4020518695291447D-02  -8.7941526134303971D-01
 12  -6.8953831977211744D-01   1.6124273089863933D-01
 13  -5.4045379423697559D-01   1.4077479753545608D-02
 14  -4.0144918993484557D-01  -1.5706996760445041D-01
 15  -2.6605026135086762D-01  -3.3076352650497542D-01
 16  -1.3718161042599059D-01  -4.8726199583145335D-01
 17  -1.5223417455164621D-02  -6.7410906356865841D-01
 18   9.1689085727506156D-02  -8.5590785313716455D-01
 19  -6.2385373417710754D-01   3.7419548539334146D-01
 20  -4.7784967124311450D-01   2.2440550996704617D-01
 21  -3.3365762984648667D-01   5.4304507760454521D-02
 22  -1.9550920529082699D-01  -1.1891815917551812D-01
 23  -5.4706420659604474D-02  -2.7728607479154754D-01
 24   6.5441431607064018D-02  -4.6447441983681964D-01
 25   1.9057665257159007D-01  -6.4577286731028427D-01
 26   3.9025979554200219D-01  -7.6611519812108742D-01
 27  -5.9417076293196824D-01   6.0732589218243549D-01
 28  -4.4350407052677526D-01   4.5052576998435301D-01
 29  -2.9233446336032570D-01   2.8220229350666470D-01
 30  -1.4900083516423251D-01   1.1003588314874571D-01
 31  -5.4406336788944002D-03  -4.7852929637808107D-02
 32   1.2116297286056900D-01  -2.3223934666633084D-01
 33   2.4433658981100856D-01  -4.1370800719151862D-01
 34   3.8112775506043400D-01  -5.5853005798049182D-01
 35   5.4930211316141508D-01  -6.8568753493955570D-01
 36  -3.6468575714795637D-01   6.3637472998203215D-01
 37  -2.2029515467720817D-01   4.6979208986797344D-01
 38  -8.0412400834869793D-02   3.1374598343962762D-01
 39   5.6775702877413875D-02   1.6892822455716805D-01
 40   1.9004140514999915D-01  -1.4430201066143754D-02
 41   3.0423710054887249D-01  -1.8417196935750307D-01
 42   4.3907318521823402D-01  -3.2917218713272023D-01
 43   5.7709657536298353D-01  -4.6316502904999296D-01
 44  -2.8660450816677457D-01   8.4862223816475379D-01
 45  -1.5591468003937400D-01   6.7987657701636062D-01
 46  -7.7579474130265143D-03   5.2532681473573506D-01
 47   1.2652706556491367D-01   3.8885197742262106D-01
 48   2.4762092018747658D-01   1.9947867369637076D-01
 49   3.9426621789558114D-01   3.3025296090933055D-02
 50   5.1484921172412590D-01  -1.1236556184662329D-01
 51   6.5040625025336918D-01  -2.5216692860118822D-01
 52  -1.1385605018837341D-01   8.7437152841220123D-01
 53   6.2121550502021325D-02   7.2930176733963814D-01
 54   1.9860219210817909D-01   6.1053635002176565D-01
 55   3.1296625959133295D-01   4.1637890604300953D-01
 56   4.4798016179756195D-01   2.4180385122707981D-01
 57   6.0818546786105621D-01   1.0160336427009521D-01
 58   7.2879227657120982D-01  -4.3575737533030817D-02
 59   2.6920800830095348D-01   8.3172565364829898D-01
 60   3.7738313798054679D-01   6.2668900239744352D-01
 61   5.1884530695832309D-01   4.5330897374042844D-01
 62   6.6099031310550471D-01   3.0010262823703010D-01
 63   8.2907921255404815D-01   1.6273077127953478D-01
 64   7.2049916302179895D-01   5.2204381277818235D-01
 65   6.0097250005337488D-01   6.4033358253886707D-01
 66   2.6719559992260761D-01  -8.6658656596969619D-01
 67   8.6857523818054605D-01  -1.8770703757068838D-01
 68   7.9420974134577071D-01  -3.7869599064768705D-01
 69  -7.9858349723926958D-01  -4.9075525992426788D-01
 70  -7.6232281868386054D-01   5.4796304406782892D-01
 71  -8.2786505596016835D-01   3.3504105637696746D-01
 72  -4.9954302368927767D-01   7.9147189174794386D-01
 73   1.0762895621169948D-01   9.1949938088120842D-01
 74  -8.8722071358185084D-01   1.2691518246257491D-01
 75  -6.6060195246065923D-01  -6.7036471721153723D-01
 76  -9.3901433294239889D-01  -6.9926597233018001D-02
 77   4.5389122809968452D-01   8.1237451659161086D-01
 78   9.4969802700829176D-01   1.7698101831221967D-02
 79   8.6124287856646164D-01   3.6349676134493841D-01
 80   7.4557119937330563D-01  -5.8088802570200104D-01
