 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 10
   nballs ......: 50
   itrial ......: 7432
   kappa .......: 0.81
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.9389262614623659D+00
   pol perimeter: 6.1803398874989490D+00

 OPTIMIZATION SUMMARY
   r ......:  1.6181215355015219D-01
   csupn ..:  7.7712867252444084D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  7432
   #evalf .:  1158
   #evalg .:  388
   #evalc .:  1352
   #evalj .:  388
   #evalhl :  393
   outiter :  22
   totiter :  173
   nwcalls :  22
   nwtotit :  220
   opt time:  0.49 seconds

 BALLS (index, center abcissa, center ordinate)
  1  -4.6157399538361116D-01   7.5612718288779346D-01
  2  -5.2646436194759527D-01   4.7772006837426084D-01
  3  -6.2040898445741033D-01   2.1026152879196472D-01
  4  -7.1254193141625111D-01  -4.7162726507482745D-02
  5  -2.2925899681324993D-01   8.4626786544439658D-01
  6  -2.6489057365696528D-01   5.5407459729416653D-01
  7  -3.4297963607392740D-01   2.7817344817386130D-01
  8  -4.4951553920776777D-01   9.1054482755455433D-03
  9  -5.9042639985129974D-01  -2.5389308419462875D-01
 10  -7.5084283853214040D-01  -4.6251297497332028D-01
 11   2.4277605753224608D-02   8.5497556831395194D-01
 12  -4.6553344224477274D-02   6.0095597212987151D-01
 13  -8.7377093422207897D-02   3.2257643073658332D-01
 14  -1.8725603492236731D-01   4.3651738492361807D-02
 15  -3.2141586292186880D-01  -2.2714130176313649D-01
 16  -4.5266965407717646D-01  -4.9075462160646011D-01
 17   2.8812970333859111D-01   8.5982612204238784D-01
 18   2.1286786490192469D-01   6.1154662619756961D-01
 19   1.4580751329155014D-01   3.5894822462048359D-01
 20   5.7627471110866024D-02   6.9936361849982046D-02
 21  -6.8818339924318669D-02  -2.0867572734492854D-01
 22  -2.0336429287870664D-01  -4.7944251105396424D-01
 23  -3.5175342603129695D-01  -7.4731959722210506D-01
 24   4.7087607587336727D-01   6.8851685774980020D-01
 25   4.2625329526208444D-01   4.1320249476618137D-01
 26   3.0395305234546716D-01   1.4960717479541111D-01
 27   1.9547758873229254D-01  -1.4371709682230610D-01
 28   7.4351720857706069D-02  -4.0101270066019223D-01
 29  -7.0689887993763162D-02  -6.5425774385382685D-01
 30   7.3237500183709980D-01   3.7845805050578918D-01
 31   5.5853312113798315D-01   1.8547677375545565D-01
 32   4.1949667337518920D-01  -8.9585130195964036D-02
 33   3.4349333732814669D-01  -3.8862551666768291D-01
 34   2.1594943641924785D-01  -6.1381840419979306D-01
 35   8.2027864477841606D-01   1.9369090079299386D-01
 36   6.6247521177012714D-01  -6.4478532826001536D-02
 37   5.5744416445198486D-01  -3.4433456889279340D-01
 38   4.9544421297876401D-01  -6.4385374792906458D-01
 39   8.5762108624277883D-02  -8.6746584202975641D-01
 40   6.8872136516403182D-01   5.6704720723316238D-01
 41   8.0859546006963312D-01  -3.0634940645893499D-01
 42   7.2697561457145110D-01  -5.6847174118846844D-01
 43  -6.1568388378323879D-01  -6.9926671747180047D-01
 44  -8.0442389854810481D-01   3.3205788858155943D-01
 45   9.2821891966295567D-01  -4.2094199390837105D-02
 46  -7.2024813200008531D-01   5.9757075405188265D-01
 47   3.5752938108314836D-01  -8.5918452441878856D-01
 48  -2.0621844426828298D-01  -8.9962944086802432D-01
 49  -8.9990660195723904D-01   6.6336141497629758D-02
 50  -8.7542972883472669D-01  -2.0461112051644681D-01
