 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 3
   nballs ......: 50
   itrial ......: 653
   kappa .......: 0.85
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.2990381056766580D+00
   pol perimeter: 5.1961524227066320D+00

 OPTIMIZATION SUMMARY
   r ......:  1.0709802485963880D-01
   csupn ..:  7.6690662709211210D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  653
   #evalf .:  1607
   #evalg .:  375
   #evalc .:  1793
   #evalj .:  375
   #evalhl :  379
   outiter :  21
   totiter :  169
   nwcalls :  21
   nwtotit :  210
   opt time:  0.53 seconds

 BALLS (index, center abcissa, center ordinate)
  1  -2.5064376467040694D-02   5.7399300909481721D-01
  2   6.1243991210305632D-02   4.3307487219854673D-01
  3  -1.2487707851225499D-01   4.0258880533371577D-01
  4   3.3828913157867685D-01   2.9158190431192282D-01
  5   1.4984971955720286D-01   2.8249411104084560D-01
  6  -4.2497329118071206D-02   2.7623077452463346D-01
  7  -2.3557867136478328D-01   2.3710331284494979D-01
  8   2.3655956390605890D-01   1.2973777183309751D-01
  9   4.5260303213494758D-02   1.2572394234795678D-01
 10  -1.4566130113867734D-01   1.1686667690808838D-01
 11  -3.3615158885599372D-01   6.5247923471588046D-02
 12   3.1890941819421259D-01  -2.1849392820117875D-02
 13   1.2731361212557180D-01  -2.6501259517959463D-02
 14  -6.2559632611033283D-02  -3.3107773683538670D-02
 15  -2.3006485832170268D-01  -3.4082578322007465D-02
 16  -4.9284925626909759D-01   3.3981630130869252D-02
 17   3.9532399894321352D-01  -1.6387985796032978D-01
 18   1.9798212913044511D-01  -1.7153548987768505D-01
 19  -2.7729207136113716D-04  -1.6928185367049559D-01
 20  -2.0027792524246846D-01  -1.7338593014924306D-01
 21  -3.9815439173501077D-01  -1.2741570931309912D-01
 22  -5.8471034765514007D-01  -1.2396858575617269D-01
 23   6.7953669852150578D-01  -3.0289945877708047D-01
 24   4.8333553605861529D-01  -3.1076626570319321D-01
 25   2.8629922800921803D-01  -3.1398008295771057D-01
 26   8.5860461648614606D-02  -3.1729538589703626D-01
 27  -1.1202119166913597D-01  -3.1598345087175156D-01
 28  -3.0982047513427080D-01  -2.9055690621633778D-01
 29  -4.9532542060733736D-01  -2.8534251113108544D-01
 30  -6.8154961963294824D-01  -2.8250918084642951D-01
 31   5.9090580950855986D-01  -1.5756180058434138D-01
 32  -7.7369968479319906D-01  -4.4566724417645487D-01
 33   5.0800876440909515D-01  -1.1323814680535650D-02
 34   1.6141538867934555D-01   5.9505192452834887D-01
 35  -5.9013875082556821D-01  -4.4392301672949364D-01
 36  -2.1679351854168574D-01  -4.4914413917509172D-01
 37   4.2529292924179590D-01   1.3946436957754721D-01
 38   7.3245931199190609D-02   7.4238187448624438D-01
 39  -2.1496882915908264D-02  -4.6443063106792398D-01
 40   1.7873903622926016D-01  -4.5964713820588260D-01
 41   2.5072291925896223D-01   4.4441091742804079D-01
 42  -4.1788640509586394D-01   2.1442323400728322D-01
 43  -2.0719456358450705D-01   5.5341598076217835D-01
 44   5.7540675121560525D-01  -4.5641550897815625D-01
 45  -3.0900357478422985D-01   3.8467113231897543D-01
 46  -4.0496853637001384D-01  -4.4850659709924956D-01
 47  -9.8443673639066944D-03   8.9333339384516675D-01
 48   3.7775737448256946D-01  -4.6115745533869446D-01
 49  -1.1147440425082572D-01   7.2532880642845943D-01
 50   7.6962655023652449D-01  -4.5329004800180350D-01
