 PROBLEM SUMMARY
   problem .....: cesaro    
   nballs ......: 70
   itrial ......: 3830
   kappa .......: 0.57
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 7.2201653705684687D-01
   pol perimeter: 7.1111111111111018D+00

 OPTIMIZATION SUMMARY
   r ......:  7.0158427393439096D-02
   csupn ..:  9.6957335493641494D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  3830
   #evalf .:  253
   #evalg .:  375
   #evalc .:  448
   #evalj .:  375
   #evalhl :  369
   outiter :  21
   totiter :  159
   nwcalls :  21
   nwtotit :  210
   opt time:  0.93 seconds

 BALLS (index, center abcissa, center ordinate)
  1   9.6242393218471134D-01   5.9247405696678961D-02
  2   8.9493377317328049D-01   6.3461569976319576D-02
  3   9.1592314177475465D-01   1.7520434394217613D-01
  4   9.6082554554880006D-01   2.7732379395794604D-01
  5   7.5167900741783877D-01   5.2860440984180579D-02
  6   7.9572621985299941D-01   1.3790546322271913D-01
  7   8.2926477758223316D-01   2.4248429459320339D-01
  8   9.1212787127263317D-01   3.2790876085078041D-01
  9   6.6256648644956351D-01   5.5450937375032240D-02
 10   6.7060258167929443D-01   1.5906226062469239D-01
 11   7.1262554596488870D-01   2.4257716705617496D-01
 12   7.8573048579485372D-01   3.5012060320664357D-01
 13   9.6165374620806954D-01   7.2147430403317869D-01
 14   5.8116083033619814D-01   2.5369682999948451D-01
 15   6.6366046189405048D-01   3.4052811445397008D-01
 16   7.3993174439988130D-01   4.3550991685013385D-01
 17   9.0737365499885381D-01   6.6755406175790077D-01
 18   9.6572644792533602D-01   8.5766905707157559D-01
 19   9.4274606271937778D-01   9.5944684078893649D-01
 20   5.3954209933089692D-01   3.3197894117716414D-01
 21   6.1035672891845494D-01   4.3791393687565078D-01
 22   6.8573712583025781D-01   5.3303242509352355D-01
 23   7.5057189122710555D-01   5.9548868918743381D-01
 24   8.0108743720583797D-01   7.0628948466892505D-01
 25   8.7699025230812422D-01   7.9555731536216678D-01
 26   8.4454718632207426D-01   9.1108210186566640D-01
 27   4.3829382928395255D-01   3.0703428410498357D-01
 28   4.8549768559900169D-01   4.2760654711548129D-01
 29   5.5813984234646574D-01   5.3322720120256395D-01
 30   6.2547510653816185D-01   6.3239314532662716D-01
 31   6.9628043193731803D-01   7.0891438005391105D-01
 32   7.5839856159003971D-01   8.2385587225074808D-01
 33   7.3302681731324681D-01   9.4596706912384043D-01
 34   2.8002113656969119D-01   2.9013547068450964D-02
 35   3.3448526804969358D-01   9.7623702346569460D-02
 36   4.0740913818731062D-01   2.3730751260514971D-01
 37   3.7261595440034606D-01   4.0568563174288180D-01
 38   4.3341233629092363D-01   5.2324498802085784D-01
 39   5.0836452753695494D-01   6.2839608808675074D-01
 40   5.7035512987122383D-01   7.3896889646961594D-01
 41   6.5439326541244258D-01   8.1884395046217562D-01
 42   6.7345605384831930D-01   9.3142233622675030D-01
 43   1.4282508332594354D-01   3.9513435879672654D-02
 44   1.9963120688261113D-01   1.1696094448348926D-01
 45   2.8330593423245254D-01   1.9271847578218304D-01
 46   3.1201211186041916D-01   3.0303997633659352D-01
 47   3.1711071176512184D-01   5.0108595975059023D-01
 48   3.7935317514961597D-01   6.0344492376865888D-01
 49   4.4315403094343453D-01   6.9318982119655359D-01
 50   4.2398126604412903D-02   5.5911386979179634D-02
 51   7.9582834146384188D-02   1.5731466357826954D-01
 52   1.5532691374634494D-01   2.2497452685872382D-01
 53   1.9990599479945378D-01   2.9742319829227004D-01
 54   2.4952382248960317D-01   4.0799019910303197D-01
 55   2.5011641580595306D-01   5.9236923465003288D-01
 56   3.0890742256684217D-01   6.9463868642728110D-01
 57   4.0405947135569775D-01   7.5976899856566726D-01
 58   3.4345140418277499D-02   2.7559202588905712D-01
 59   8.8471550290715920D-02   3.4161545461582854D-01
 60   2.0013682794052648D-01   7.0207000655755991D-01
 61   2.8252926712927356D-01   8.0797507248736355D-01
 62   3.3486598263669931D-01   9.0197958467538186D-01
 63   8.8165223619521810D-02   6.5784699321343854D-01
 64   1.5529783139069309D-01   7.7442343624854371D-01
 65   1.9951513464278045D-01   8.8367704981642581D-01
 66   2.8025055337183530D-01   9.7151572293961286D-01
 67   3.4299812067758319D-02   7.2452029869755408D-01
 68   7.9796374948889748D-02   8.4281525891323350D-01
 69   1.4302566712382234D-01   9.6090142831738579D-01
 70   4.2368608985932504D-02   9.4407110288204632D-01
