 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 4
   nballs ......: 29
   itrial ......: 4
   kappa .......: 0.79
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.0000000000000000D+00
   pol perimeter: 4.0000000000000000D+00

 OPTIMIZATION SUMMARY
   r ......:  1.2594655595223636D-01
   csupn ..:  9.5129961685813669D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  4
   #evalf .:  128
   #evalg .:  300
   #evalc .:  307
   #evalj .:  300
   #evalhl :  311
   outiter :  21
   totiter :  101
   nwcalls :  21
   nwtotit :  210
   opt time:  0.12 seconds

 BALLS (index, center abcissa, center ordinate)
  1   9.6748769385285649D-01   2.1624287554692526D-01
  2   9.4789933940254190D-01   4.5258836980140377D-01
  3   9.3787866201657544D-01   6.7682793222987581D-01
  4   9.3321736534386202D-01   8.9320587305426891D-01
  5   8.8325330648347933D-01   4.7273264480901481D-02
  6   8.0814249351483058D-01   2.6485432275688775D-01
  7   7.8301961327004299D-01   4.8934022651970543D-01
  8   7.6834863473813952D-01   7.1081532698315819D-01
  9   7.6732368328067213D-01   9.2225146414433845D-01
 10   6.8057476280956886D-01   9.2132245223220874D-02
 11   6.2736532052461258D-01   3.1489797940938002D-01
 12   6.0444758134133392D-01   5.4075997720866809D-01
 13   5.8589412067494073D-01   7.6157055410443164D-01
 14   5.5475543659397386D-01   9.4537074084176365D-01
 15   4.7140297610090270D-01   2.5745473223817632D-02
 16   4.7963932285609379D-01   2.1704103305836531D-01
 17   4.3671007893180769D-01   4.3861627049146956D-01
 18   4.1059522295548090D-01   6.6244193608010671D-01
 19   3.9278803065351831D-01   8.8375271535801037D-01
 20   2.7793631949330772D-01   1.0459719368988656D-01
 21   2.7789764987171423D-01   3.0492987087512641D-01
 22   2.4433352926063323D-01   5.1877853020957565D-01
 23   2.2063369105388050D-01   7.3608153816377719D-01
 24   2.2254864075348735D-01   9.6774166134256645D-01
 25   1.0386999985334353D-01   7.1228916664463363D-02
 26   8.0460228173218587D-02   2.3938163884957545D-01
 27   7.6361596078306421D-02   4.3646433691431585D-01
 28   4.8503341774351366D-02   6.5289017108536129D-01
 29   5.0395642871011039D-02   8.8456899465155414D-01
