 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 4
   nballs ......: 25
   itrial ......: 6
   kappa .......: 0.74
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.0000000000000000D+00
   pol perimeter: 4.0000000000000000D+00

 OPTIMIZATION SUMMARY
   r ......:  1.3354000644700678D-01
   csupn ..:  9.4882915968597104D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  6
   #evalf .:  154
   #evalg .:  323
   #evalc .:  344
   #evalj .:  323
   #evalhl :  322
   outiter :  21
   totiter :  112
   nwcalls :  21
   nwtotit :  210
   opt time:  0.10 seconds

 BALLS (index, center abcissa, center ordinate)
  1   6.7751038262593455D-01   7.6515934956444612D-02
  2   8.9348563627213140D-01   8.0567102087450049D-02
  3   9.7572744742242301D-01   2.9244799507904989D-01
  4   4.6128242099795869D-01   8.0242077431118081D-02
  5   5.4647322718605651D-01   2.8804752154699637D-01
  6   7.5976666763649003D-01   2.8839225754823539D-01
  7   8.9034056889304436D-01   5.0000000004850365D-01
  8   9.7572744756681118D-01   7.0755200481037139D-01
  9   2.5403681502839720D-01   8.7973418215440760D-02
 10   3.3047339482289390D-01   2.9211508077316162D-01
 11   4.6370761805530697D-01   4.9999999993839678D-01
 12   6.7676310179197896D-01   5.0000000007257228D-01
 13   7.5976666757587819D-01   7.1160774253102699D-01
 14   8.9348563624618593D-01   9.1943289784821314D-01
 15   7.6769350676281559D-02   1.0926756461053509D-01
 16   1.1049223316478918D-01   2.9357308803134796D-01
 17   2.4474450736983636D-01   5.0000000009426238D-01
 18   3.3047339483826355D-01   7.0788491926134267D-01
 19   5.4647322722659997D-01   7.1195247856190247D-01
 20   6.7751038253523788D-01   9.2348406490337165D-01
 21   2.3788460979755389D-02   5.0000000004276612D-01
 22   1.1049223299683210D-01   7.0642691202309471D-01
 23   2.5403681499820085D-01   9.1202658178765217D-01
 24   4.6128242088160204D-01   9.1975792259020084D-01
 25   7.6769350527508343D-02   8.9073243541368075D-01
