 PROBLEM SUMMARY
   problem .....: cesaro    
   nballs ......: 80
   itrial ......: 3795
   kappa .......: 0.72
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 7.2201653705684687D-01
   pol perimeter: 7.1111111111111018D+00

 OPTIMIZATION SUMMARY
   r ......:  6.5830857805718651D-02
   csupn ..:  9.5739038918907227D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  3795
   #evalf .:  1818
   #evalg .:  465
   #evalc .:  2021
   #evalj .:  465
   #evalhl :  463
   outiter :  21
   totiter :  253
   nwcalls :  21
   nwtotit :  210
   opt time:  2.59 seconds

 BALLS (index, center abcissa, center ordinate)
  1   9.6840209768777696D-01   9.4224598609357380D-01
  2   9.8029330417477067D-01   7.2652415023995165D-01
  3   9.2769125944603348D-01   8.3784734061942301D-01
  4   9.0775408855363005D-01   9.4091919007557079D-01
  5   9.2541118897259322D-01   6.5959330851540510D-01
  6   8.7418332634048723D-01   7.7656155162963769D-01
  7   8.1296438591389875D-01   8.8523109995363514D-01
  8   7.4218555011587373D-01   9.6598132635299316D-01
  9   9.8010706622965305D-01   2.7686656171471713D-01
 10   9.1836567871306951D-01   3.3710062308640731D-01
 11   8.2575351674547670D-01   6.8641253772671618D-01
 12   7.6694273054120909D-01   7.9765399522053937D-01
 13   6.8745931741922384D-01   8.7691865531981572D-01
 14   6.5394664563336824D-01   9.4238577651781330D-01
 15   9.6795107526469204D-01   5.7504192840391821D-02
 16   9.3237982925793428D-01   1.6624070274245345D-01
 17   8.6999105473264282D-01   2.5454088161059435D-01
 18   7.5105524723704831D-01   5.8935235535524300D-01
 19   7.2690370680893368D-01   6.9301124845971285D-01
 20   6.5344762899555386D-01   7.6947912351209224D-01
 21   9.0441118816688226D-01   5.7814906985746033D-02
 22   8.2298412160869150D-01   1.4314960532500581D-01
 23   7.7338985962276163D-01   2.2458644007891795D-01
 24   7.9429155849612887D-01   3.4375102731954971D-01
 25   7.4438241116940163D-01   4.2590377199623786D-01
 26   6.8720528335208131D-01   5.3472875043077450D-01
 27   6.3636618595994698D-01   6.4358736154678631D-01
 28   5.7470697490274547D-01   7.4666225234690087D-01
 29   7.7307411706193174D-01   8.7196625337130115D-02
 30   6.9451116789273448D-01   1.6984303197776285D-01
 31   6.9652295525265073D-01   2.6958202258945257D-01
 32   6.6759043354300573D-01   3.4338019894856731D-01
 33   6.3162653078521969D-01   4.5126106170664532D-01
 34   5.7409136892572155D-01   5.5967194210013049D-01
 35   5.1909540060608639D-01   6.6318820223362818D-01
 36   4.5377948716813643D-01   7.6038945612078668D-01
 37   7.2618628766328230D-01   1.7176327071315500D-02
 38   6.5152204632650923D-01   7.5496982574538712D-02
 39   5.9360363366536384D-01   2.4543131089517956D-01
 40   5.6718027028612394D-01   3.5734947058337518D-01
 41   5.2235457682944841D-01   4.6602441326992622D-01
 42   4.6494139136729173D-01   5.7457652215208899D-01
 43   3.9985699284585074D-01   6.7180886464258205D-01
 44   3.5038761751400344D-01   7.7541800628066060D-01
 45   3.4605961824080095D-01   9.4234094799386148D-01
 46   4.8356572544379278D-01   2.8881268304931795D-01
 47   4.5335673327471582D-01   3.8497004346169250D-01
 48   4.0865607932425818D-01   4.9378402156548834D-01
 49   3.4888826095144460D-01   5.9946596853395195D-01
 50   2.8071107554708119D-01   7.0163127023208960D-01
 51   2.3312407634464005D-01   7.9840789057729789D-01
 52   3.1232777138223133D-01   8.7807759673256280D-01
 53   2.5769832015789568D-01   9.6624533302638549D-01
 54   4.0283323991486752D-01   2.2139140839456103D-01
 55   3.6399281216490575D-01   3.0901455506818970D-01
 56   3.4644927971755857D-01   3.9556772864151385D-01
 57   3.0154420256322212D-01   4.9800269892564747D-01
 58   2.4698805568249688D-01   5.9242529824042922D-01
 59   1.7493779810009472D-01   6.8838519241157736D-01
 60   1.2362490056303467D-01   7.7713449171811755D-01
 61   1.8657994555387339D-01   8.8519386759650331D-01
 62   3.0035315089328218D-01   2.1765575331851147D-01
 63   2.4671515892391735D-01   3.1699995408166126D-01
 64   2.3153321296681992D-01   4.0724808888885433D-01
 65   7.5572990179817973D-02   6.5849405701798214D-01
 66   7.1585357241086722D-02   8.3769921776985479D-01
 67   9.2268228417571929D-02   9.4069058974926767D-01
 68   3.1833479578459105D-02   9.4237227901011622D-01
 69   3.4964058883931315D-01   1.0458470372416293D-01
 70   2.3948381795569954D-01   1.3829907319962237D-01
 71   1.7932387046981443D-01   2.3761843917625902D-01
 72   1.2461460508620921D-01   3.3509156534340845D-01
 73   1.9520608121057131D-02   7.2615563006453743D-01
 74   2.9082813642130551D-01   2.8901795175836076D-02
 75   1.2482003539051982D-01   1.4478377846164828D-01
 76   6.1695215378092007D-02   2.4210291850023585D-01
 77   1.8235075027899769D-01   4.3601870625556691D-02
 78   6.1610643492957397D-02   8.7915862930301722D-02
 79   3.6164253996571451D-02   3.2008217517642235D-01
 80   5.7328304196022806D-02   3.2360676295594949D-02
