 PROBLEM SUMMARY
   problem .....: stoyan    
   nballs ......: 90
   itrial ......: 154
   kappa .......: 0.74
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 6.9111111111111101D-01
   pol perimeter: 7.0086495082125433D+00

 OPTIMIZATION SUMMARY
   r ......:  5.9946394201420047D-02
   csupn ..:  7.0341139579710443D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  154
   #evalf .:  1126
   #evalg .:  387
   #evalc .:  1317
   #evalj .:  387
   #evalhl :  390
   outiter :  21
   totiter :  180
   nwcalls :  21
   nwtotit :  210
   opt time:  1.81 seconds

 BALLS (index, center abcissa, center ordinate)
  1   9.5993048274498849D-01  -2.8874629525057982D-01
  2   8.9326461865825513D-01  -2.7960602479421176D-01
  3   9.5876759244551479D-01  -2.0064019820255111D-01
  4   8.2274163992053828D-01  -1.9788187204479099D-01
  5   8.7599728012640277D-01  -1.6636793299281616D-01
  6   9.6790956569002617D-01  -1.0648381018967593D-01
  7   7.7844099575263082D-01  -1.1072594396912012D-01
  8   8.7037271507627045D-01  -7.0103090955609404D-02
  9   9.6162313092286578D-01  -9.7928600733058948D-03
 10   7.0783818755891093D-01  -6.0181333231656739D-02
 11   7.8727893684461769D-01  -5.5478991113069188D-03
 12   8.7853904940523020D-01   3.5503187312242876D-02
 13   9.7607122879470753D-01   9.1231399035899066D-02
 14   6.2335680223462908D-01   5.2578781623680813D-03
 15   7.0176460635703386D-01   5.0705261189683735D-02
 16   7.8973362429382055D-01   9.7206481999503144D-02
 17   8.8727459020988708D-01   1.3367513012067919D-01
 18   9.6307292007491263D-01   1.9342836502820657D-01
 19   8.3405638301219456D-02  -3.0235492450820867D-01
 20   5.2564543906195160D-01   3.6443467641454091D-02
 21   6.1040007424667519D-01   1.0421719683286874D-01
 22   6.9865588544556223D-01   1.5454861123523908D-01
 23   7.9663771107422743D-01   1.9429527763176449D-01
 24   8.7169137014156450D-01   2.4250580928047280D-01
 25   9.6853985313664526D-01   2.9168034325805203D-01
 26   2.3270508736584889D-02  -2.7807755850979454D-01
 27   1.1650293527200574D-01  -2.1973225800981647D-01
 28   1.8159048393884600D-01  -1.6394519274900463D-01
 29   2.7404482672738140D-01  -1.0847549944017794D-01
 30   4.5731694291290731D-01   5.6256898693150294D-02
 31   5.2913440195131778D-01   1.4560684175420083D-01
 32   6.2110002013239252D-01   2.0918959039435894D-01
 33   8.7699973584394708D-01   3.4064832342286289D-01
 34   9.5807208897545393D-01   3.8556742685198669D-01
 35   3.3944188365218328D-02  -1.7341545924940813D-01
 36   1.2216409334692009D-01  -1.1198957887702160D-01
 37   2.1433029000651149D-01  -5.3781018610829311D-02
 38   3.1430454560126009D-01  -1.6622894677793851D-02
 39   3.8593538908304464D-01   3.2073219680866433D-02
 40   3.8523507200512858D-01   1.4431033228404205D-01
 41   4.5808437350915299D-01   1.6793094966715880D-01
 42   5.1926530123180759D-01   2.3642853262056537D-01
 43   8.5403887728619099D-01   4.3589793317401471D-01
 44   9.5493885758958374D-01   4.6794952416050362D-01
 45   2.8951563922579308D-02  -7.1494840617667935D-02
 46   1.2269584320421628D-01  -1.3518431977118273D-02
 47   2.2222401737718053D-01   4.0824726321844536D-02
 48   3.0455496123036890D-01   8.9153639909083468D-02
 49   3.0350499998615604D-01   1.9287393345095633D-01
 50   4.3412626150777062D-01   2.8196507743261401D-01
 51   5.9388369619895409D-01   2.9202915438779192D-01
 52   8.6871159336184933D-01   5.3213024571926326D-01
 53   9.6013756219846658D-01   5.5226981872710612D-01
 54   3.4471741724402094D-02   3.0055507288281949D-02
 55   1.3253943949162741D-01   8.2296027001173402D-02
 56   2.1444378292013924D-01   1.4782915978083946D-01
 57   3.5992579027499250D-01   3.3160603246181397D-01
 58   5.0817920633023217D-01   3.4864864596737338D-01
 59   5.9356139030309951D-01   4.0039532169076614D-01
 60   7.8879520871329745D-01   5.0146599329836772D-01
 61   8.7575065380266959D-01   6.3031261484846268D-01
 62   3.8442407297365692D-02   1.2510592003391635D-01
 63   1.2720176593543767D-01   1.8372954520374082D-01
 64   4.3095846647140457D-01   3.9730215732304514D-01
 65   5.1052174692898977D-01   4.5821648399357956D-01
 66   6.1397661624845512D-01   4.5795615195972472D-01
 67   6.5643414292038604D-01   4.9828944963489497D-01
 68   7.1474177399287242D-01   5.6689767733686003D-01
 69   7.9917308970158374D-01   6.1414396320126685D-01
 70   2.9143439171017672D-02   2.2350319178548528D-01
 71   1.2902806586547988D-01   2.7414709822850025D-01
 72   1.8837205982735769D-01   3.3414150193932163D-01
 73   5.1708566486544694D-01   5.5576679558315134D-01
 74   4.0267524615695965D-02   3.2031090442258481D-01
 75   1.2989452082778097D-01   3.7843518586962982D-01
 76   3.5008075300176289D-01   5.1411425554503398D-01
 77   4.1969720148495038D-01   5.1674269273227802D-01
 78   5.4829599418824915D-01   6.3632441522934502D-01
 79   2.9997538026930937D-02   4.1662482668595713D-01
 80   1.2145850424051398D-01   4.7156877039731127D-01
 81   2.0941238786887795D-01   5.1956217095269785D-01
 82   2.7553499032467610D-01   5.1311067745700989D-01
 83   3.7633380623327045D-01   6.2022150402803988D-01
 84   4.5541244908709799D-01   6.2309584707167531D-01
 85   3.1661559780611290D-02   5.1944279198848409D-01
 86   1.2718201568355553D-01   5.7162584822785956D-01
 87   2.2770652339387448D-01   6.1921154555886793D-01
 88   3.0139028648836486D-01   6.1952710208495154D-01
 89   3.5700970356272489D-02   6.1850402763227408D-01
 90   1.3123617248420613D-01   6.6310697467797430D-01
