 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 3
   nballs ......: 20
   itrial ......: 149
   kappa .......: 0.87
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.2990381056766580D+00
   pol perimeter: 5.1961524227066320D+00

 OPTIMIZATION SUMMARY
   r ......:  1.7878680768922903D-01
   csupn ..:  4.0679868362758498D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  149
   #evalf .:  1446
   #evalg .:  396
   #evalc .:  1641
   #evalj .:  396
   #evalhl :  408
   outiter :  23
   totiter :  178
   nwcalls :  23
   nwtotit :  230
   opt time:  0.16 seconds

 BALLS (index, center abcissa, center ordinate)
  1   8.6080467331191724D-11   8.2120061714095460D-01
  2   1.5483272630617190D-01   5.5301623045406378D-01
  3  -1.5483272634025488D-01   5.5301623043569714D-01
  4   3.1679439034176948D-01   2.8498576568696760D-01
  5  -8.3586854222090549D-11   2.9861477016109406D-01
  6   4.5907187991710835D-01   1.0915908497655545D-02
  7   1.5484960004577206D-01   3.0453378981311344D-02
  8  -1.5484959987225150D-01   3.0453378840824243D-02
  9   5.7419705772119434D-01  -2.4398785746833956D-01
 10   2.5702164790705845D-01  -2.4587611679481194D-01
 11  -6.8098820890096183D-11  -1.6483742518861982D-01
 12  -2.5702164805055416D-01  -2.4587611676332627D-01
 13  -4.5907187995893750D-01   1.0915908404270149D-02
 14  -3.1679439030696027D-01   2.8498576561123906D-01
 15  -5.7419705757012185D-01  -2.4398785758949226D-01
 16   9.1003379322719955D-11  -4.5175282831503666D-01
 17   6.9114897566870437D-01  -4.6264582105006707D-01
 18  -3.4423488019509491D-01  -4.5143485330056027D-01
 19  -6.9114897571051570D-01  -4.6264582109437602D-01
 20   3.4423488011105391D-01  -4.5143485334787992D-01
