 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 10
   nballs ......: 20
   itrial ......: 601
   kappa .......: 0.65
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.9389262614623659D+00
   pol perimeter: 6.1803398874989490D+00

 OPTIMIZATION SUMMARY
   r ......:  2.6141939510741896D-01
   csupn ..:  4.0243244292526015D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  601
   #evalf .:  333
   #evalg .:  389
   #evalc .:  552
   #evalj .:  389
   #evalhl :  386
   outiter :  24
   totiter :  146
   nwcalls :  24
   nwtotit :  240
   opt time:  0.11 seconds

 BALLS (index, center abcissa, center ordinate)
  1  -3.2429186538772992D-01  -7.7882895227788251D-01
  2   1.2031948899901699D-02  -7.3005980117400049D-01
  3   3.7578632579104881D-01  -8.1641227572432551D-01
  4   6.3709530380329626D-01  -4.6377685568841687D-01
  5  -6.7565247240799853D-01  -5.0617986586930430D-01
  6  -2.6838065192118815D-01  -3.1795956008296622D-01
  7   1.8490205550879005D-01  -3.9636981329898696D-01
  8   4.5630142068896357D-01  -4.4552789709918168D-02
  9   9.0697029821170072D-01  -1.0804154370784423D-01
 10  -7.2788965484132861D-01  -1.4271496490187355D-01
 11   6.0695722094879266D-03   2.5323534908509249D-02
 12   2.8934387852446886D-01   3.7566783239587931D-01
 13   7.4032126944654209D-01   3.0382601944361820D-01
 14  -8.9566671514875895D-01   1.8088975442226177D-01
 15  -4.3985505894938431D-01   1.1267023546886229D-01
 16  -1.5354211311963684D-01   4.5446470361244917D-01
 17   1.6170088342666492D-01   7.9800391098201573D-01
 18   6.0898560527125312D-01   7.0643002063258820D-01
 19  -6.1101663227999603D-01   5.2742900234998324D-01
 20  -2.9501920415887600D-01   8.5923879121243685D-01
