 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 5
   nballs ......: 90
   itrial ......: 36
   kappa .......: 0.73
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.3776412907378841D+00
   pol perimeter: 5.8778525229247309D+00

 OPTIMIZATION SUMMARY
   r ......:  1.0631815787366881D-01
   csupn ..:  9.9808667997081102D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  36
   #evalf .:  137
   #evalg .:  304
   #evalc .:  312
   #evalj .:  304
   #evalhl :  308
   outiter :  20
   totiter :  108
   nwcalls :  20
   nwtotit :  200
   opt time:  0.52 seconds

 BALLS (index, center abcissa, center ordinate)
  1   8.1895060577967538D-01  -1.0813856217221339D-03
  2   8.3788151607823669D-01   1.8487529598340807D-01
  3   8.5402565373074013D-01   3.1587982441133017D-01
  4   6.8893073924999992D-01  -4.3131945012255662D-01
  5   6.9694087612317035D-01  -2.4154310565938295D-01
  6   7.0998543938296410D-01  -1.1801840011615383D-01
  7   6.7465827033202752D-01   7.2006853996002373D-02
  8   6.7977161752592985D-01   2.5098070010919410D-01
  9   7.0389110707474301D-01   4.2808563524445253D-01
 10   5.6701291028057876D-01  -7.1964164268820707D-01
 11   5.7300124195312696D-01  -5.6240468435702329D-01
 12   5.4726364673107253D-01  -3.7581862203166899D-01
 13   5.4534731369023037D-01  -1.9114952868296181D-01
 14   5.4348725947464271D-01  -1.6048826123038713D-02
 15   5.1423695670976532D-01   1.7508116630219558D-01
 16   5.2911750133655022D-01   3.5924866392099469D-01
 17   5.5065209177454244D-01   5.3510110314693848D-01
 18   4.0402728472322952D-01  -7.9497896341839469D-01
 19   3.9633745179738183D-01  -6.2169778850993895D-01
 20   4.0660710783118181D-01  -4.5696524705661040D-01
 21   3.8856533262881071D-01  -2.6760935083723347D-01
 22   3.7921644704417873D-01  -8.7703587053567511D-02
 23   3.8011081534092617D-01   8.9449184270353782D-02
 24   3.6341644079792873D-01   2.8187012158018526D-01
 25   3.7552288600013001D-01   4.6258231279099477D-01
 26   4.0064882432202120D-01   6.4014328012202903D-01
 27   2.3682438204690862D-01  -7.2250302941720534D-01
 28   2.3574854712239626D-01  -5.3946555526129403D-01
 29   2.4397017344666491D-01  -3.6480440251564217D-01
 30   2.2118391582280711D-01  -1.7859836803972851D-01
 31   2.2381338228384506D-01   8.5978879972176334D-03
 32   2.2187800556226403D-01   1.9440607520361564D-01
 33   2.0805715927580809D-01   3.8621251984046140D-01
 34   2.2529482432821682D-01   5.6404524049810123D-01
 35   2.5382335497105385D-01   7.4307213689053886D-01
 36   6.9516539344263259D-02  -7.9588923962642888D-01
 37   7.6658929793777184D-02  -6.1818689579479835D-01
 38   7.3919794021581026D-02  -4.3617812994379562D-01
 39   7.7372517149937675D-02  -2.6466972993405868D-01
 40   6.6584288987096577D-02  -7.1180572134435516D-02
 41   6.5654328795941297D-02   1.1408267323455396D-01
 42   6.4195703974850388D-02   3.0016816390870521D-01
 43   5.3777522792076635D-02   4.9380091384950980D-01
 44   7.8864959535093149D-02   6.5192116504953623D-01
 45   1.1370527940575868D-01   8.1571744823637726D-01
 46  -8.5531049047621335D-02  -7.1494251937739728D-01
 47  -8.5570176806626874D-02  -5.3427702450979642D-01
 48  -8.2395546309762244D-02  -3.4856702299115455D-01
 49  -7.7742894285863728D-02  -1.6250123600416025D-01
 50  -9.0889624030647806D-02   2.9730266892186073D-02
 51  -9.2016373327044140D-02   2.1611271614521740D-01
 52  -9.0462799514058112D-02   4.0425174105977058D-01
 53  -1.0867725204909316D-01   5.9343714768015365D-01
 54  -7.1782065987587879D-02   7.2524087792047864D-01
 55   3.5752738608799389D-03   8.9963894353873253D-01
 56  -2.4057018034719643D-01  -7.9575836212585704D-01
 57  -2.4711404485230351D-01  -6.1137354887753514D-01
 58  -2.4123524749546660D-01  -4.2729289088401229D-01
 59  -2.3553315938390740D-01  -2.4027523475822529D-01
 60  -2.3448568680404849D-01  -5.4764081751316335D-02
 61  -2.4792907993474597D-01   1.3730099541819810D-01
 62  -2.4219002576705836D-01   3.2719413607780995D-01
 63  -2.5175805517467492D-01   5.1259554304789945D-01
 64  -2.7332321935038417D-01   6.9959298032731976D-01
 65  -1.7055630598641916D-01   8.4969547779883170D-01
 66  -3.9995040352465128D-01  -7.1735913949848118D-01
 67  -4.0008547216036500D-01  -5.2673330446849531D-01
 68  -3.8053402604697184D-01  -3.3342114080336549D-01
 69  -3.9209314843752230D-01  -1.4082995321184885D-01
 70  -3.9231710522564245D-01   4.5065095662719011D-02
 71  -3.8805712835830031D-01   2.4498286774901393D-01
 72  -3.9601109831050901D-01   4.3769230579169605D-01
 73  -4.1142365217924137D-01   6.2640003056743332D-01
 74  -5.4072271809389028D-01  -7.4773337488716429D-01
 75  -5.5286222939207996D-01  -6.1083468673867258D-01
 76  -5.3900795661489231D-01  -4.1448398927694713D-01
 77  -5.3666021006764653D-01  -2.2856340996980365D-01
 78  -5.5015319227348891D-01  -4.7979528667281321D-02
