 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 5
   nballs ......: 100
   itrial ......: 7294
   kappa .......: 0.54
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.3776412907378841D+00
   pol perimeter: 5.8778525229247309D+00

 OPTIMIZATION SUMMARY
   r ......:  1.0053105212646550D-01
   csupn ..:  9.5786418796706130D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  7294
   #evalf .:  132
   #evalg .:  308
   #evalc .:  315
   #evalj .:  308
   #evalhl :  314
   outiter :  21
   totiter :  104
   nwcalls :  21
   nwtotit :  210
   opt time:  0.41 seconds

 BALLS (index, center abcissa, center ordinate)
  1   5.5714771973676547D-01  -7.2392045851966857D-01
  2   6.0993626648263910D-01  -5.6412195072216020D-01
  3   6.6631872871056597D-01  -4.0253570724456389D-01
  4   7.1634443547773241D-01  -2.3849387903277955D-01
  5   7.7174765197566275D-01  -7.6500938681387159D-02
  6   8.3265618309228895D-01   8.9252531028833890D-02
  7   8.8116038300092103D-01   2.5923680561203083D-01
  8   4.2208489377951053D-01  -7.5017347334792051D-01
  9   4.3332871390765770D-01  -6.0423667204078280D-01
 10   4.9032149289356608D-01  -4.4341909471921914D-01
 11   5.4299304355337141D-01  -2.8339647301418180D-01
 12   5.9581691830394279D-01  -1.1955348478542416D-01
 13   6.5870157295079401D-01   4.3684129193429073D-02
 14   7.1246553124350021D-01   2.0811255598095005D-01
 15   7.8064219322954853D-01   3.5979427726170243D-01
 16   2.4130548656659784D-01  -7.9312755537216439D-01
 17   2.5970998292518821D-01  -6.5602839834215876D-01
 18   3.1241944795666171D-01  -4.9018311479352000D-01
 19   3.6525539073473079D-01  -3.3037353231593614D-01
 20   4.2068857319693392D-01  -1.6967182720379054D-01
 21   4.8172767130250999D-01  -4.2601985380693787D-03
 22   5.3760873261790942D-01   1.5767024117056519D-01
 23   5.9494943142047108D-01   3.1689711505801910D-01
 24   6.4925535896594944D-01   4.6212776303997760D-01
 25   8.6504265314252801D-02  -7.2521340346398466D-01
 26   1.4138576262192659D-01  -5.5678898381099118D-01
 27   1.9267377964683585D-01  -3.8657765725710230D-01
 28   2.4253395102930714D-01  -2.1948146664117252D-01
 29   3.0619313913445106D-01  -5.7197446558137598D-02
 30   3.6022983691231936D-01   1.0693014559969898D-01
 31   4.1552364090099086D-01   2.6872854936033425D-01
 32   4.6246836307701844D-01   4.2498328687218878D-01
 33   5.1149331360403338D-01   5.4979562537745930D-01
 34  -5.1175987085968135D-02  -7.5101815818257345D-01
 35  -2.4821496201266762D-02  -5.8941938988033926D-01
 36   2.8144376812607785D-02  -4.2222981284093525D-01
 37   7.4727879704281422D-02  -2.5557016850572617D-01
 38   1.3281449372882506D-01  -8.6894687084178315D-02
 39   1.8948215681835151D-01   7.4095402361833818D-02
 40   2.4291491977132601D-01   2.3809393970084022D-01
 41   2.8950054364016004D-01   3.9748658861491853D-01
 42   3.2302276036427147D-01   5.4980008188541263D-01
 43   3.9162337536964226D-01   6.8202402192124856D-01
 44  -2.1122707615840625D-01  -7.4550172376455315D-01
 45  -1.8699161135431278D-01  -6.1894940986160829D-01
 46  -1.3689508257183264D-01  -4.4972034254235554D-01
 47  -9.2396538255423641D-02  -2.9088625692425535D-01
 48  -2.9267311814054824D-02  -1.2125126673406732D-01
 49   1.8173051153150235D-02   4.9799653535695466D-02
 50   7.4232642059899545D-02   2.1065553524265884D-01
 51   1.2676830507906311D-01   3.7445627784776442D-01
 52   1.7945989077190477D-01   5.4172432975136520D-01
 53   2.3914466472657078D-01   7.1613239848189314D-01
 54  -3.8685686650872986D-01  -7.8534321091449921D-01
 55  -3.7261647068067349D-01  -6.4404150099735791D-01
 56  -3.0583799235272718D-01  -4.9699607134009971D-01
 57  -2.6829343490931962D-01  -3.3365305249129501D-01
 58  -2.0014386131988782D-01  -1.6966074020043279D-01
 59  -1.4823220090801170D-01  -1.7229088398801381D-03
 60  -1.0229295750919552D-01   1.7000097907477207D-01
 61  -4.7162975895617736D-02   3.3044456843014680D-01
 62   8.1019795495194634D-03   4.9484773676933980D-01
 63   7.1043537315589447D-02   6.4920555262436985D-01
 64   1.5334861510875233D-01   8.1133686207810329D-01
 65  -5.3616447715673576D-01  -7.2273911686004277D-01
 66  -4.8569488175403464D-01  -5.4464489607877131D-01
 67  -4.4087961496978700D-01  -3.8987216161512439D-01
 68  -3.7181229927873716D-01  -2.2017045461662202D-01
 69  -3.1279127887472552D-01  -5.1359583231537519D-02
 70  -2.6798415694194028D-01   1.2140448896076986D-01
 71  -2.2310078297908198D-01   2.9289438294158276D-01
 72  -1.6685724652360015D-01   4.4564361643308048D-01
 73  -1.1160416062110061D-01   6.1004257232312453D-01
 74  -2.6605042099885609D-02   7.4921590003054983D-01
 75   2.5838902461336775D-02   9.0769724361862170D-01
 76  -6.4116033286078988D-01  -5.8354355800886082D-01
 77  -6.1822849330256990D-01  -4.2473654919166937D-01
 78  -5.3519687437693519D-01  -2.6358920924862161D-01
