 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 11
   nballs ......: 40
   itrial ......: 31
   kappa .......: 0.86
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.9735244960057869D+00
   pol perimeter: 6.1981162505114531D+00

 OPTIMIZATION SUMMARY
   r ......:  1.8417375804785402D-01
   csupn ..:  8.4898355012796856D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  31
   #evalf .:  754
   #evalg .:  348
   #evalc .:  944
   #evalj .:  348
   #evalhl :  358
   outiter :  21
   totiter :  148
   nwcalls :  21
   nwtotit :  210
   opt time:  0.30 seconds

 BALLS (index, center abcissa, center ordinate)
  1   1.8971992568149681D-01  -9.0940462237668818D-01
  2   4.4543859446806200D-01  -7.3077288752612224D-01
  3   7.2144276337700719D-01  -5.7635102694604734D-01
  4  -3.2340435857405436D-01  -8.5956291313726918D-01
  5  -7.8102811321504692D-02  -7.9912205820585058D-01
  6   1.7914649384873335D-01  -5.8316003552792672D-01
  7   4.6222310035018987D-01  -4.1141756119997058D-01
  8   7.7618456989398887D-01  -2.7752456168619039D-01
  9   9.1829885712321035D-01  -4.3116961578681265D-02
 10  -6.2397397796172827D-01  -6.7886051922397739D-01
 11  -3.4510743405904665D-01  -5.6599790760094582D-01
 12  -9.8637393666668793D-02  -4.7890412746047228D-01
 13   1.6384254459179015D-01  -2.8440493195235350D-01
 14   4.5992976744228420D-01  -1.5241048723064318D-01
 15   6.7126724124241710D-01   3.2963951103555801D-02
 16   8.6456705118231458D-01   3.0185464504465886D-01
 17  -6.7246229911528466D-01  -4.4452290128801453D-01
 18  -3.8219226188983235D-01  -2.9975474656078255D-01
 19  -1.1916227946483646D-01  -1.5934361447185347D-01
 20   1.3867414636935793D-01  -1.6102669847038422D-02
 21   3.4951079678808272D-01   1.5216433080662325D-01
 22   5.7312070895594047D-01   3.0956461400747198D-01
 23  -8.9322574479772765D-01  -2.5407052507823841D-01
 24  -6.0315282364571021D-01  -1.1357989237604237D-01
 25  -3.3849663324369439D-01   4.6304636886523219D-02
 26  -1.0964862572096223D-01   1.8074369074583002D-01
 27   1.0002295293346720D-01   3.3806146505023599D-01
 28   3.6762466990099729D-01   4.8810871954649410D-01
 29   6.9630611574165546D-01   5.8838540088097679D-01
 30  -8.5731173248729398D-01   4.1754200959034218D-02
 31  -5.9315580425182812D-01   2.2215863600395547D-01
 32  -3.6610016314007743D-01   3.9079654843702083D-01
 33  -1.6268466264157880D-01   5.2870386310734152D-01
 34   1.0375489203614884D-01   6.6777865291668947D-01
 35   4.3238481786060823D-01   7.6748094360062236D-01
 36  -8.4289124641664437D-01   3.6319238381626417D-01
 37  -6.1803617553713108D-01   5.7235157042302143D-01
 38  -4.3126227722689409D-01   7.3406871158453602D-01
 39  -1.6862634427300588D-01   8.5339201419513799D-01
 40   1.2966199890919999D-01   9.2188037045567905D-01
