 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 4
   nballs ......: 26
   itrial ......: 625
   kappa .......: 0.81
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.0000000000000000D+00
   pol perimeter: 4.0000000000000000D+00

 OPTIMIZATION SUMMARY
   r ......:  1.3175601283642202D-01
   csupn ..:  9.5758363460873852D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  625
   #evalf .:  179
   #evalg .:  330
   #evalc .:  365
   #evalj .:  330
   #evalhl :  333
   outiter :  21
   totiter :  123
   nwcalls :  21
   nwtotit :  210
   opt time:  0.12 seconds

 BALLS (index, center abcissa, center ordinate)
  1   2.8957679642032008D-01   2.4600129947115749D-02
  2   9.2292680076469027D-02   3.0332173548972774D-01
  3   3.0356756670055363D-01   1.8646990752318199D-01
  4   5.2935944389373057D-01   7.2002877633062526D-02
  5   8.7502391118331163D-02   4.9589219688340042D-01
  6   3.1097293436027368D-01   3.8960593224891993D-01
  7   5.2050625509453008D-01   2.6040832783253137D-01
  8   7.1473700388745443D-01   1.0833903073083026D-01
  9   2.9944443148422223D-01   7.8495088031673588D-01
 10   3.0432306306864970D-01   5.8379115102090395D-01
 11   5.1617689386972176D-01   4.7285484119452642D-01
 12   7.1810804452595378D-01   3.3129080178917686D-01
 13   5.0611181050027432D-01   8.9417507040639532D-01
 14   5.1415858602597075D-01   6.8339504225155723D-01
 15   7.2186141053094488D-01   5.4626070109187108D-01
 16   7.1675997872181763D-01   7.5937464446880876D-01
 17   9.1258973403610000D-01   2.5749140105872054D-01
 18   2.9641643314124000D-01   9.8771944343793661D-01
 19   8.2619062690550804D-02   8.9734817017651269D-01
 20   7.1232336050178524D-01   9.6757231118890497D-01
 21   8.9488263030348636D-01   7.9435421679008217D-02
 22   8.5643978273852908D-02   6.9455701070809461D-01
 23   9.2568496603709738D-01   6.8175626357776531D-01
 24   9.2001478725847285D-01   8.9528298406824414D-01
 25   9.2511227348248060D-01   4.6452492581762800D-01
 26   8.0075500073954725D-02   1.0464600370106415D-01
