 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 4
   nballs ......: 100
   itrial ......: 11
   kappa .......: 0.60
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.0000000000000000D+00
   pol perimeter: 5.6568542494923797D+00

 OPTIMIZATION SUMMARY
   r ......:  9.1836292588113586D-02
   csupn ..:  9.0501179883517580D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  11
   #evalf .:  140
   #evalg .:  298
   #evalc .:  318
   #evalj .:  298
   #evalhl :  300
   outiter :  20
   totiter :  100
   nwcalls :  20
   nwtotit :  200
   opt time:  0.39 seconds

 BALLS (index, center abcissa, center ordinate)
  1   9.1165308376454690D-01  -2.5097235180373136D-02
  2   8.6686680368896296D-01   1.2283224003950641D-01
  3   7.9800165073395768D-01  -1.3780043186119115D-01
  4   7.5322390210449408D-01   1.0137156747609625D-02
  5   7.1914980140712015D-01   1.6688025233259837D-01
  6   6.7021919252403095D-01   3.0834097096487983D-01
  7   6.8503220265020937D-01  -2.5049788537037337D-01
  8   6.3952048481018398D-01  -1.0234870637158879D-01
  9   6.0445717864415671D-01   5.2732609199415054D-02
 10   5.5638490584103084D-01   1.9394427423363403D-01
 11   5.3001672078950246D-01   3.5330913427132493D-01
 12   4.8667147900071650D-01   4.9571274571238327D-01
 13   5.7206087984824094D-01  -3.6244979425076301D-01
 14   5.2633930369755189D-01  -2.1424013109543760D-01
 15   4.8947205767575352D-01  -6.2338812775743248D-02
 16   4.4203702497710717D-01   7.8674965324415438D-02
 17   4.1289130147509973D-01   2.3758467710410278D-01
 18   3.6970256950095587D-01   3.7994482455925349D-01
 19   3.4433216001645872D-01   5.3886837314851932D-01
 20   3.0180635164794389D-01   6.8202421246422507D-01
 21   4.5977034602727562D-01  -4.7414117208772516D-01
 22   4.1324573232088541D-01  -3.2571569381605120D-01
 23   3.7362529502634206D-01  -1.7785564477808383D-01
 24   3.2730410414688343D-01  -3.7206642803422958D-02
 25   2.9732559711013823D-01   1.2130091330324029D-01
 26   2.5259685902594259D-01   2.6418159325751761D-01
 27   2.2614550209808665D-01   4.2347369521911959D-01
 28   1.8466297202727064D-01   5.6627255154565970D-01
 29   1.5842871082018545D-01   7.2519730275678251D-01
 30   1.1503114682393500D-01   8.6828278923586133D-01
 31   3.4779051830758789D-01  -5.8530333283399716D-01
 32   3.0079040894656445D-01  -4.3675447163283720D-01
 33   2.5638380237817943D-01  -2.9113761752297984D-01
 34   2.1156911578724494D-01  -1.5309987199178088D-01
 35   1.8188201927609735D-01   5.3018931838259686D-03
 36   1.3691380977115244D-01   1.4826014256419903D-01
 37   1.0891274010989040D-01   3.0806407531962876D-01
 38   6.6362388727607066D-02   4.5124752906518856D-01
 39   4.0719265691527638D-02   6.0995229393900108D-01
 40  -1.4688927251726694D-03   7.5282493092720559D-01
 41  -2.8374706013883613D-02   9.1265091373275775D-01
