 PROBLEM SUMMARY
   problem .....: stoyan    
   nballs ......: 10
   itrial ......: 8
   kappa .......: 0.68
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 6.9111111111111101D-01
   pol perimeter: 7.0086495082125433D+00

 OPTIMIZATION SUMMARY
   r ......:  1.9546630973622356D-01
   csupn ..:  5.2252859816803721D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  8
   #evalf .:  165
   #evalg .:  337
   #evalc .:  361
   #evalj .:  337
   #evalhl :  339
   outiter :  22
   totiter :  119
   nwcalls :  22
   nwtotit :  220
   opt time:  0.09 seconds

 BALLS (index, center abcissa, center ordinate)
  1   9.2466073851468000D-01  -1.5296220548876827D-01
  2   9.4840533782822922D-01   2.1593783927851476D-01
  3   6.7888594265122815D-01   5.8045717537020376D-02
  4   8.1855447215909005D-01   4.7721162511697712D-01
  5   4.9514086893022285D-01   3.4473514193604310D-01
  6   4.4875822968828100D-01   5.7934839673403615D-01
  7   6.6650464896334694D-02  -1.4957349347303364D-01
  8   3.4531939744865847D-01   3.8513035342655141D-02
  9   8.3592409700982501D-02   2.1092459269976849D-01
 10   1.3691844254124763D-01   5.2715979566964744D-01
