 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 3
   nballs ......: 100
   itrial ......: 1047
   kappa .......: 0.60
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 1.2990381056766580D+00
   pol perimeter: 5.1961524227066320D+00

 OPTIMIZATION SUMMARY
   r ......:  7.4008843955332526D-02
   csupn ..:  9.4410486095597435D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  1047
   #evalf .:  910
   #evalg .:  351
   #evalc .:  1093
   #evalj .:  351
   #evalhl :  360
   outiter :  21
   totiter :  150
   nwcalls :  21
   nwtotit :  210
   opt time:  0.72 seconds

 BALLS (index, center abcissa, center ordinate)
  1  -8.0134802868882260D-01  -4.6399134490564620D-01
  2  -6.7115575797179694D-01  -4.6558347648631482D-01
  3  -5.3928213588343954D-01  -4.6719277486108557D-01
  4  -4.0581270500975208D-01  -4.6881069093616012D-01
  5  -2.7015773536853288D-01  -4.7203883257525564D-01
  6  -1.3240407310118540D-01  -4.7380580862418481D-01
  7   5.7732358815980774D-03  -4.7309868582140002D-01
  8   1.4285148414676846D-01  -4.7106818335753037D-01
  9   2.7888298234211240D-01  -4.7055173186282329D-01
 10   4.1308052577224053D-01  -4.6707669610981151D-01
 11   5.4446489719466096D-01  -4.6476957115133088D-01
 12   6.7392702230090218D-01  -4.6346107489385330D-01
 13   8.0215367758838840D-01  -4.6257616072754448D-01
 14  -7.3697251650600393D-01  -3.5558457237741975D-01
 15  -6.0595344897209258D-01  -3.5878649165065302D-01
 16  -4.7329731012944254D-01  -3.6201413322291609D-01
 17  -3.3830528122419162D-01  -3.6712028053150680D-01
 18  -2.0182767980848426D-01  -3.7185316592191403D-01
 19  -6.4337264544917824D-02  -3.7291523373639879D-01
 20   7.3020977320889149D-02  -3.7017502335231017D-01
 21   2.0988775025149242D-01  -3.6763101071041415D-01
 22   3.4450360851876050D-01  -3.6401625532020404D-01
 23   4.7767929282941002D-01  -3.5785193495361550D-01
 24   6.0834740538386134D-01  -3.5423442385744175D-01
 25   7.3730700657486647D-01  -3.5204057004956857D-01
 26  -6.7359004396220445D-01  -2.4884410481894934D-01
 27  -5.4178920373420481D-01  -2.5366500861686070D-01
 28  -4.0735299304412326D-01  -2.6102957130084520D-01
 29  -2.7143675689328012D-01  -2.6698111620530307D-01
 30  -1.3522011500443612D-01  -2.7100401355727410D-01
 31   1.4495192458460161D-03  -2.7003320279406962D-01
 32   1.3859792789953143D-01  -2.6678157797254021D-01
 33   2.7456134340924460D-01  -2.6220824167776435D-01
 34   4.0930806909939216D-01  -2.5682640327644418D-01
 35   5.4259561192013483D-01  -2.4732574342840299D-01
 36   6.7276088065264295D-01  -2.4282074193988698D-01
 37  -6.1124011847110382D-01  -1.4382314844809482D-01
 38  -4.7736346296850890D-01  -1.5354947220071677D-01
 39  -3.4216645402186757D-01  -1.6097763693284597D-01
 40  -2.0651190315249901D-01  -1.6621712284032150D-01
 41  -7.1116732833804111D-02  -1.6820019674104489D-01
 42   6.5342421495377195D-02  -1.6672519609833436D-01
 43   2.0202715091721518D-01  -1.6239727704132989D-01
 44   3.3834472675013233D-01  -1.5675367069234153D-01
 45   4.7422017906580377D-01  -1.5056267762662764D-01
 46   6.0851539218349004D-01  -1.3594597216103943D-01
 47  -5.4852776367573597D-01  -4.4077167353518722D-02
 48  -4.1446782085670780D-01  -5.3672469557284740D-02
 49  -2.7953406447308704D-01  -6.0385916392977246D-02
 50  -1.4470468434679329D-01  -6.3580018558951679D-02
 51  -9.5202945041134631D-03  -6.5060116721156261D-02
 52   1.2653553633607384D-01  -6.2655436949206611D-02
 53   2.6352923164935771D-01  -5.8715853899952312D-02
 54   4.0009610725552175D-01  -5.0646594267883427D-02
 55   5.3965915876150883D-01  -5.3526184879396935D-02
 56  -4.9139294920638338D-01   5.5069401083543142D-02
 57  -3.5761121847110855D-01   4.6190586863932299D-02
 58  -2.2481769815772265D-01   4.1300112189408898D-02
 59  -9.3524647827670754D-02   3.7916415690183357D-02
 60   3.6156184545807081D-02   3.5987561985406744D-02
 61   1.6314950797515743D-01   3.4440135125429830D-02
 62   2.8948234676775692D-01   3.5381386696490304D-02
 63   3.8874325121330955D-01   6.9037160295156622D-02
 64   4.9976258458094774D-01   4.0467659667850965D-02
 65  -4.3441729525712292D-01   1.5495657352444275D-01
 66  -3.0201637385354696D-01   1.4936524743010257D-01
 67  -1.7075259750581664D-01   1.4669296753800495D-01
 68  -4.2191489709152381D-02   1.4529115380063040D-01
 69   8.5726537409043777D-02   1.4582902965179995D-01
 70   2.1112617127752387D-01   1.4597248454902137D-01
 71   3.2737370635659152D-01   1.5974796973187280D-01
