 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 11
   nballs ......: 10
   itrial ......: 9710
   kappa .......: 0.84
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.9735244960057869D+00
   pol perimeter: 6.1981162505114531D+00

 OPTIMIZATION SUMMARY
   r ......:  3.8466135710223731D-01
   csupn ..:  4.3853729536635910D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  9710
   #evalf .:  176
   #evalg .:  339
   #evalc .:  372
   #evalj .:  339
   #evalhl :  340
   outiter :  22
   totiter :  120
   nwcalls :  22
   nwtotit :  220
   opt time:  0.04 seconds

 BALLS (index, center abcissa, center ordinate)
  1   6.6246026658462531D-01  -3.0943637556098647D-01
  2   7.0012554387014381D-01   1.6301755514069383D-01
  3   3.1417536951398872D-01  -6.5592264739546291D-01
  4  -5.0574112450635159D-02   7.0850126026587879D-01
  5   4.2559035123704964D-01   5.6868675874491759D-01
  6  -2.0529770377753737D-01  -6.9917976986957830D-01
  7  -3.6760743415787376D-03  -1.2519559712154658D-02
  8  -5.0084914284842597D-01   5.1565554042118378D-01
  9  -6.1891969577240891D-01  -3.8194121565983025D-01
 10  -7.2459097463075806D-01   9.7838616006351978D-02
